email;company;website;phone;city;state;country;google_maps_url;lead_score;email_source;email_source_url;confidence;person_name;person_title;pages_tried;pages_ok
compliance@livehydrationspa.com;LIVE Hydration Spa Kirby;https://locations.livehydrationspa.com/;(832) 821-8717;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=LIVE%20Hydration%20Spa%20Kirby&query_place_id=ChIJh-5NYcjBQIYRDPPeHTJLZvc;0;mailto;https://locations.livehydrationspa.com/;40;;;6;6
info@luxmedspabrickell.com;LUX MedSpa Brickell;https://luxmedspabrickell.com/;(305) 988-9388;Miami;Florida;US;https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20Brickell&query_place_id=ChIJtRS0HVy32YgRsiZz9ho-xq4;0;mailto;https://luxmedspabrickell.com/;25;;;6;1
info@medspalux.com;LUX MedSpa Brickell;https://luxmedspabrickell.com/;(305) 988-9388;Miami;Florida;US;https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20Brickell&query_place_id=ChIJtRS0HVy32YgRsiZz9ho-xq4;0;html_raw;https://luxmedspabrickell.com/;0;;;6;1
info@medaestheticsmiami.com;Med Aesthetics Miami;https://medaestheticsmiami.com/;(305) 356-7402;Miami;FL;US;https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o;0;mailto;https://medaestheticsmiami.com/;25;;;6;6
coralgables@medaestheticsmiami.com;Med Aesthetics Miami;https://medaestheticsmiami.com/;(305) 356-7402;Miami;FL;US;https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o;0;mailto;https://medaestheticsmiami.com/;40;;;6;6
aventura@medaestheticsmiami.com;Med Aesthetics Miami;https://medaestheticsmiami.com/;(305) 356-7402;Miami;FL;US;https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o;0;mailto;https://medaestheticsmiami.com/;40;;;6;6
lauderdale@medaestheticsmiami.com;Med Aesthetics Miami;https://medaestheticsmiami.com/;(305) 356-7402;Miami;FL;US;https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o;0;mailto;https://medaestheticsmiami.com/;40;;;6;6
info@medernaofficial.com;Mederna Aesthetic & Wellness Medical Center;https://medernaofficial.com/;(832) 272-0401;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Mederna%20Aesthetic%20%26%20Wellness%20Medical%20Center&query_place_id=ChIJh4kKVA3HQIYRWCZ5zbsvFj8;0;mailto;https://medernaofficial.com/;25;;;6;3
milivmedspa@gmail.com;Miliv Med Spa & Facials;https://milivmed-spa.com/;(713) 585-0715;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Miliv%20Med%20Spa%20%26%20Facials&query_place_id=ChIJIQNO4XDBQIYRwzhP7SIMFLw;0;plain_text;https://milivmed-spa.com/;15;;;6;3
support@organicbsi.com;Miliv Med Spa & Facials;https://milivmed-spa.com/;(713) 585-0715;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Miliv%20Med%20Spa%20%26%20Facials&query_place_id=ChIJIQNO4XDBQIYRwzhP7SIMFLw;0;html_raw;https://milivmed-spa.com/;0;;;6;3
paola@moorederm.com;Moore Dermatology PLLC;https://moorederm.com/;(713) 741-3376;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Moore%20Dermatology%20PLLC&query_place_id=ChIJbauL6aLqQIYRcOxjma4Dr1o;0;mailto;https://moorederm.com/;40;;;6;1
myspajoy60@gmail.com;My Spa Joy;https://myspajoytx.zoca.com/;(346) 660-3277;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=My%20Spa%20Joy&query_place_id=ChIJI0-M4s_DQIYRi67WrFgfF9E;0;mailto;https://myspajoytx.zoca.com/;40;;;6;1
concierge@nakedmd.com;NakedMD Med Spa Newport Beach;https://nakedmd.com/;(949) 379-8758;Newport Beach;California;US;https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc;0;ld_json;https://nakedmd.com/;30;;;6;1
athomas@nakedmd.com;NakedMD Med Spa Newport Beach;https://nakedmd.com/;(949) 379-8758;Newport Beach;California;US;https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc;0;html_raw;https://nakedmd.com/;10;;;6;1
nzo@nakedmd.com;NakedMD Med Spa Newport Beach;https://nakedmd.com/;(949) 379-8758;Newport Beach;California;US;https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc;0;html_raw;https://nakedmd.com/;10;;;6;1
info@stagheaddesigns.com;NakedMD Med Spa Newport Beach;https://nakedmd.com/;(949) 379-8758;Newport Beach;California;US;https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc;0;html_raw;https://nakedmd.com/;0;;;6;1
raeann@nmsmilecenter.com;New Mexico Smile Center;https://nmsmilecenter.com/;(505) 275-1663;Albuquerque;New Mexico;US;https://www.google.com/maps/search/?api=1&query=New%20Mexico%20Smile%20Center&query_place_id=ChIJs6TX9OSfGIcRe30wpFkW-WU;0;html_raw;https://nmsmilecenter.com/;10;;;6;3
newskinnyc@gmail.com;New Skin NYC;https://newskinnyc.com/;(929) 600-5300;Maspeth;New York;US;https://www.google.com/maps/search/?api=1&query=New%20Skin%20NYC&query_place_id=ChIJYx6RShJnwokRnHlVwjGVjbc;0;ld_json;https://newskinnyc.com/;30;;;6;3
info@drnikko.com;Nikko Cosmetic Dermatology Center;https://drnikko.com/;(713) 960-1311;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Nikko%20Cosmetic%20Dermatology%20Center&query_place_id=ChIJZUUdmTfBQIYRzXBaDZde-JI;0;html_raw;https://drnikko.com/;0;;;6;1
hello@nulistudios.com;Nuli Studios;https://nulistudios.com/;(469) 809-6858;Dallas;Texas;US;https://www.google.com/maps/search/?api=1&query=Nuli%20Studios&query_place_id=ChIJNXQVM3efToYR8O_vz9dtJfs;0;mailto;https://nulistudios.com/;25;;;6;1
southlake@nulistudios.com;Nuli Studios;https://nulistudios.com/;(469) 809-6858;Dallas;Texas;US;https://www.google.com/maps/search/?api=1&query=Nuli%20Studios&query_place_id=ChIJNXQVM3efToYR8O_vz9dtJfs;0;cf_decode;https://nulistudios.com/;35;;;6;1
sales@nylaseroutlet.com;NY Laser Outlet;https://nylaseroutlet.com/;(800) 953-5150;New York;New York;US;https://www.google.com/maps/search/?api=1&query=NY%20Laser%20Outlet&query_place_id=ChIJsT3lqK9ZwokRFuTyldGHg3s;0;cf_decode;https://nylaseroutlet.com/;20;;;6;3
online@peacelovemed.com;Peace Love Med Spa | Botox | Lip Filler | Dysport | Facial Balancing | Non Surgical Nose Job;https://peacelovemed.com/;(561) 462-4234;Boca Raton;Florida;US;https://www.google.com/maps/search/?api=1&query=Peace%20Love%20Med%20Spa%20%7C%20Botox%20%7C%20Lip%20Filler%20%7C%20Dysport%20%7C%20Facial%20Balancing%20%7C%20Non%20Surgical%20Nose%20Job&query_place_id=ChIJGbA51A_i2IgR5JRVWLkjJlQ;0;obfuscated;https://peacelovemed.com/;10;;;6;3
consult@premieresurgicalarts.com;Premiere Surgical Arts;https://premieresurgicalarts.com/;(832) 930-7660;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Premiere%20Surgical%20Arts&query_place_id=ChIJnxfScY7AQIYRnIhDbX_Jlo8;0;mailto;https://premieresurgicalarts.com/;40;;;6;3
support@pacboca.com;Prestige;https://pacboca.com/;(561) 235-7300;Boca Raton;Florida;US;https://www.google.com/maps/search/?api=1&query=Prestige&query_place_id=ChIJTeOOzzUf2YgRNnHjYWQMcQw;0;mailto;https://pacboca.com/;25;;;6;6
staff@rawbeautyaesthetics.com;Raw Beauty Aesthetics Medical Spa;https://rawbeautyaesthetics.com/;(818) 446-6111;Woodland Hills;California;US;https://www.google.com/maps/search/?api=1&query=Raw%20Beauty%20Aesthetics%20Medical%20Spa&query_place_id=ChIJS16WuOudwoARJNAEXnWDASg;0;ld_json;https://rawbeautyaesthetics.com/;30;;;6;3
salilgandhi@gmail.com;Rejuve Med Spa;https://rejuvemedspa.com/;(972) 265-1590;Dallas;Texas;US;https://www.google.com/maps/search/?api=1&query=Rejuve%20Med%20Spa&query_place_id=ChIJrTEvDMwjTIYRD16bpXaOzH8;0;ld_json;https://rejuvemedspa.com/;30;;;6;1
contact@renewbeautymedspa.com;Renew Beauty;https://renewbeautymedspa.com/;(214) 369-1600;Dallas;TX;US;https://www.google.com/maps/search/?api=1&query=Renew%20Beauty&query_place_id=ChIJbyg4-76fToYR7yQNSxt9gY4;0;mailto;https://renewbeautymedspa.com/;25;;;6;1
info@renewbeautymedspa.com;Renew Beauty;https://renewbeautymedspa.com/;(214) 369-1600;Dallas;TX;US;https://www.google.com/maps/search/?api=1&query=Renew%20Beauty&query_place_id=ChIJbyg4-76fToYR7yQNSxt9gY4;0;mailto;https://renewbeautymedspa.com/;25;;;6;1
info@renovalaser.com;Renova Laser Hair Removal & MedSpa;https://renovalaser.com/;(832) 831-7003;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Renova%20Laser%20Hair%20Removal%20%26%20MedSpa&query_place_id=ChIJ5ZV1ah3BQIYRso_2UoBm9K8;0;mailto;https://renovalaser.com/;25;;;6;1
contact@renovalaser.com;Renova Laser Hair Removal & MedSpa;https://renovalaser.com/;(832) 831-7003;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Renova%20Laser%20Hair%20Removal%20%26%20MedSpa&query_place_id=ChIJ5ZV1ah3BQIYRso_2UoBm9K8;0;mailto;https://renovalaser.com/;25;;;6;1
info@rosemilkaesthetics.com;Rose Milk Aesthetics;https://rosemilkaesthetics.com/;(832) 557-8151;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Rose%20Milk%20Aesthetics&query_place_id=ChIJeXg9tArHQIYRSPP7V61anh0;0;ld_json;https://rosemilkaesthetics.com/;15;;;6;1
office@sanchezhenrydental.com;Sanchez + Henry Dental;https://sanchezhenrydental.com/;(505) 268-2741;Albuquerque;New Mexico;US;https://www.google.com/maps/search/?api=1&query=Sanchez%20%2B%20Henry%20Dental&query_place_id=ChIJZ6AQ2d8KIocRZMknV_5IAuA;0;mailto;https://sanchezhenrydental.com/;25;;;6;3
info@sanctuarymedical.com;Sanctuary Medical Center;https://sanctuarymedical.com/;(561) 221-0457;Boca Raton;Florida;US;https://www.google.com/maps/search/?api=1&query=Sanctuary%20Medical%20Center&query_place_id=ChIJZQA__cfh2IgR7_PErihUyPI;0;ld_json;https://sanctuarymedical.com/;15;;;6;6
hello@sanjivamedspa.com;Sanjiva Medical Spa;https://sanjivamedspa.com/;(469) 336-6769;Dallas;Texas;US;https://www.google.com/maps/search/?api=1&query=Sanjiva%20Medical%20Spa&query_place_id=ChIJNRZQOFefToYRoAIyBbPcbXI;0;ld_json;https://sanjivamedspa.com/;15;;;6;3
info@myskin22.com;Skin 22;https://myskin22.com/;(424) 888-0036;Beverly Hills;California;US;https://www.google.com/maps/search/?api=1&query=Skin%2022&query_place_id=ChIJ7yFq9jW5woAR4lQ4TRQ3sDQ;0;cf_decode;https://myskin22.com/;20;;;6;3
info@skinconceptandlaser.com;Skin Concept And Laser;https://skinconceptandlaser.com/;(646) 719-1111;New York;New York;US;https://www.google.com/maps/search/?api=1&query=Skin%20Concept%20And%20Laser&query_place_id=ChIJeYyjCDhZwokR0fdc8Q8290Y;0;mailto;https://skinconceptandlaser.com/;25;;;6;3
info@skinversemedspa.com;Skin Verse Medical Spa;https://skinversemedspa.com/;(424) 255-9289;Beverly Hills;California;US;https://www.google.com/maps/search/?api=1&query=Skin%20Verse%20Medical%20Spa&query_place_id=ChIJnfLGEf-5woARleae0sV9rac;0;mailto;https://skinversemedspa.com/;25;;;6;3
support@skinfulaesthetics.com;Skinful Aesthetics;https://skinfulaesthetics.com/;(281) 697-8080;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k;0;json_kv;https://skinfulaesthetics.com/;10;;;6;1
iman@skinfulaesthetics.com;Skinful Aesthetics;https://skinfulaesthetics.com/;(281) 697-8080;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k;0;html_raw;https://skinfulaesthetics.com/;10;;;6;1
marie@skinspamed.com;SkinSpaMED;https://skinspamed.com/;(972) 392-3895;Dallas;Texas;US;https://www.google.com/maps/search/?api=1&query=SkinSpaMED&query_place_id=ChIJw2ZFgt4gTIYRESSpN1nY-2I;0;ld_json;https://skinspamed.com/;30;;;6;3
office@smilela.com;Smile L.A. Downtown Modern Dentistry;https://smilela.com/;(213) 570-8775;Los Angeles;California;US;https://www.google.com/maps/search/?api=1&query=Smile%20L.A.%20Downtown%20Modern%20Dentistry&query_place_id=ChIJlxusK0-3woARG9AAHdBJhpE;0;mailto;https://smilela.com/;25;;;6;3
info@smilela.com;Smile L.A. Downtown Modern Dentistry;https://smilela.com/;(213) 570-8775;Los Angeles;California;US;https://www.google.com/maps/search/?api=1&query=Smile%20L.A.%20Downtown%20Modern%20Dentistry&query_place_id=ChIJlxusK0-3woARG9AAHdBJhpE;0;ld_json;https://smilela.com/;15;;;6;3
admin@starrejuvenation.com;Star Rejuvenation & Wellness Center;https://starrejuvenation.com/;(469) 391-0569;Addison;Texas;US;https://www.google.com/maps/search/?api=1&query=Star%20Rejuvenation%20%26%20Wellness%20Center&query_place_id=ChIJ3ej7Zgc9TIYR44wDttAtFuM;0;ld_json;https://starrejuvenation.com/;15;;;6;3
info@texashairlossclinic.com;Texas Hair Restoration and Wellness Center;https://texashairlossclinic.com/;(713) 640-5651;Houston;Texas;US;https://www.google.com/maps/search/?api=1&query=Texas%20Hair%20Restoration%20and%20Wellness%20Center&query_place_id=ChIJA1SKkZjDQIYRRehA7vfO6N8;0;mailto;https://texashairlossclinic.com/;25;;;6;3
booking@thebrowproject.com;The Brow Project;https://thebrowproject.com/;(945) 221-6806;Dallas;Texas;US;https://www.google.com/maps/search/?api=1&query=The%20Brow%20Project&query_place_id=ChIJa_k-9_ShToYRu7GmwIQSJg8;0;mailto;https://thebrowproject.com/;40;;;6;3
admin@dermatologyandlasergroup.com;The Dermatology and Laser Group;https://dermatologyandlasergroup.com/;(212) 444-8204;New York;New York;US;https://www.google.com/maps/search/?api=1&query=The%20Dermatology%20and%20Laser%20Group&query_place_id=ChIJYXF-mfdYwokRZb_mDDPzWSw;0;ld_json;https://dermatologyandlasergroup.com/;15;;;6;3
info@unicornmedspa.com;Unicorn MedSpa;https://unicornmedspa.com/;(214) 919-3055;Dallas;Texas;US;https://www.google.com/maps/search/?api=1&query=Unicorn%20MedSpa&query_place_id=ChIJa7NV2NGZToYR1iFNR_gVwS0;0;mailto;https://unicornmedspa.com/;25;;;6;3
info@upkeepmedspa.com;UPKEEP Med Spa;https://upkeepmedspa.com/;(833) 875-3377;Dallas;Texas;US;https://www.google.com/maps/search/?api=1&query=UPKEEP%20Med%20Spa&query_place_id=ChIJAR_dnRWfToYR5ElZ5LxdzTg;0;mailto;https://upkeepmedspa.com/contact;25;;;6;3
