email,firstName,companyName,website,phone,city,state,source_url
info@denovomg.com,,deNovo Health and Aesthetics,http://denovomg.com/,(214) 219-4100,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=deNovo%20Health%20and%20Aesthetics&query_place_id=ChIJ-dDtm8qeToYRzBlSPi91XMg
salilgandhi@gmail.com,,Rejuve Med Spa,https://www.rejuvemedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(972) 265-1590,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Rejuve%20Med%20Spa&query_place_id=ChIJrTEvDMwjTIYRD16bpXaOzH8
info@unicornmedspa.com,,Unicorn MedSpa,http://www.unicornmedspa.com/,(214) 919-3055,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Unicorn%20MedSpa&query_place_id=ChIJa7NV2NGZToYR1iFNR_gVwS0
frontdesktx025@restore.com,,Restore Hyper Wellness,https://www.restore.com/locations/tx-dallas-west-village-tx025?utm_source=gmb&utm_medium=Yext&y_source=1_MzY0MTg4OTctNzE1LWxvY2F0aW9uLndlYnNpdGU=,(214) 561-8857,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Restore%20Hyper%20Wellness&query_place_id=ChIJyz-MzCyfToYRz2m1r1SYFYg
hello@skinpharm.com,,Skin Pharm,https://skinpharm.com/,(972) 400-2866,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Skin%20Pharm&query_place_id=ChIJJ7VKz7afToYR_0cvcqrEF4A
help@ovme.com,,OVME,https://ovme.com/pages/turtle-creek-dallas-tx,(972) 402-6863,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJW8NOn-mfToYRou8QHdl_Iu8
info@aurum.health,,Aurum Health,http://www.aurumhealth.com/,(214) 865-7800,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Aurum%20Health&query_place_id=ChIJD8LET6GZToYRSleYd2kkdPw
admin@starrejuvenation.com,,Star Rejuvenation & Wellness Center,https://www.starrejuvenation.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(469) 391-0569,Addison,Texas,https://www.google.com/maps/search/?api=1&query=Star%20Rejuvenation%20%26%20Wellness%20Center&query_place_id=ChIJ3ej7Zgc9TIYR44wDttAtFuM
hello@skinlaundry.com,,Skin Laundry - Lakewood,https://www.skinlaundry.com/locations/lakewood,(469) 694-2954,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Skin%20Laundry%20-%20Lakewood&query_place_id=ChIJBRkW4pifToYRD9e83yUiPzo
noevalley@skinspirit.com,,SkinSpirit Preston Royal - Dallas,https://www.skinspirit.com/locations/preston-royal/,(972) 707-1200,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Preston%20Royal%20-%20Dallas&query_place_id=ChIJRRuOBuwhTIYRwyieDnhn488
user@domain.com,,Calypso Aesthetic Lab,http://www.calypsoaestheticlab.com/,(832) 622-6294,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Calypso%20Aesthetic%20Lab&query_place_id=ChIJTTvaCtqdToYRYdiL9GnoJuk
justinelewis@justinjected.com,,Just Injected,https://www.justinjected.com/,(469) 317-0555,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Just%20Injected&query_place_id=ChIJ3fCwLo2dToYRSoT13-xuLUM
hello@equanimitywellness.com,,Equanimity Wellness Studio,https://equanimity.today/,(214) 238-6896,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Equanimity%20Wellness%20Studio&query_place_id=ChIJK2ClJqchTIYRfJxT58MZ1G8
info@thescienceofbeautydallas.com,,The Science of Beauty,https://www.thescienceofbeauty.co/,(214) 272-9240,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=The%20Science%20of%20Beauty&query_place_id=ChIJlRYFrG-ZToYR8Q7o9DDXScI
admin@lymphaticexpress.com,,Lymphatic Express,http://www.lymphaticexpress.com/,(972) 685-4130,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Lymphatic%20Express&query_place_id=ChIJAbcXPb0fTIYR7erchOfy79Y
helloboulder@alchemyfacebar.com,,Alchemy Face Bar Lower Greenville | Dallas,http://alchemyfacebar.com/,(972) 803-6044,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Alchemy%20Face%20Bar%20Lower%20Greenville%20%7C%20Dallas&query_place_id=ChIJcTofFd-fToYRiVRFjFOMR9U
brandy@dalluremedspa.com,,D'Allure Medspa,https://www.dalluremedspa.com/?utm_source=gmb_auth,(214) 442-0011,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=D'Allure%20Medspa&query_place_id=ChIJU2iF0tshTIYR77SjFZUlcEw
info@dallasmenshealth.com,,Dallas Men's Health,https://dallasmenshealth.com/?utm_source=GMB&utm_medium=organic&utm_campaign=dallaspractice,(214) 894-1008,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Dallas%20Men's%20Health&query_place_id=ChIJcaQRb9kjTIYRTmgEJNDNrzo
info@lilymedspa.com,,Lily Aesthetics & Wellness,https://www.lilymedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,(972) 503-5459,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Lily%20Aesthetics%20%26%20Wellness&query_place_id=ChIJx9w0IBAhTIYRINvY5qzWl68
78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com,,Olysis Med Spa,https://www.olysismedspa.com/,(682) 593-1442,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Olysis%20Med%20Spa&query_place_id=ChIJ-8T7CZktTIYRunmipiAOZeI
info@lisseaesthetics.com,,Lisse Aesthetics,https://www.lisseaesthetics.com/,(469) 264-5162,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Lisse%20Aesthetics&query_place_id=ChIJ2S5HowcupmwREps5rpigD5A
example@email.com,,Advanced Facial Plastic Surgery Center: Dr. Bassichis,https://www.advancedfacialplastic.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,(972) 774-1777,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Advanced%20Facial%20Plastic%20Surgery%20Center%3A%20Dr.%20Bassichis&query_place_id=ChIJ_4KYjRohTIYR_T5tBPLXfxs
hello@injectco.com,,InjectCo MedSpa Dallas,https://injectco.com/services/med-spa-dallas-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-dallas,(214) 216-1033,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=InjectCo%20MedSpa%20Dallas&query_place_id=ChIJSWOzaeifToYRvJrkXYkPrAQ
info@warthanamirderm.com,,Warthan Amir Dermatology,http://www.warthanamirderm.com/,(214) 760-3007,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Warthan%20Amir%20Dermatology&query_place_id=ChIJg_rM3L4hTIYR015l0t7lve4
info@enlightenmd.com,,enlightenmd,https://www.enlightenmd.com/,(214) 964-0860,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=enlightenmd&query_place_id=ChIJw5I1L20gTIYRMtWDbEQ6drM
info@toucheddtx.com,,Touched Therapeutic Massage & Bodywork,http://www.toucheddtx.com/,(469) 348-8696,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Touched%20Therapeutic%20Massage%20%26%20Bodywork&query_place_id=ChIJO2w-YaeZToYR_rMVhwWg_B0
info@houseofpreservation.com,,house of preservation,http://houseofpreservation.com/,(469) 571-3740,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=house%20of%20preservation&query_place_id=ChIJx9v298OfToYRURwq5vBldwM
1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com,,Bare Aesthetics Dallas,http://www.bareaestheticsdallas.com/,(214) 980-4371,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Bare%20Aesthetics%20Dallas&query_place_id=ChIJB4JKwjufToYRKJVN9-9lZ10
escosmeticsllc@gmail.com,,Axiom Medical Spa,http://axiommedicalspa.com/,(469) 786-0271,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Axiom%20Medical%20Spa&query_place_id=ChIJd7XsIugjTIYRG4UncX15TRo
info@theskynlab.com,,Skyn Lab Med Spa,http://www.skynlabdallas.com/,(469) 620-1800,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Skyn%20Lab%20Med%20Spa&query_place_id=ChIJVb_nJH8hTIYRlEMAg62u2uw
info@suremedaes.com,,SureMED Aesthetics,https://www.suremedaes.com/,(972) 619-9652,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=SureMED%20Aesthetics&query_place_id=ChIJOzkP0yudToYR7-UxH1rdwFI
patient@highlandpark.clinic,,Highland Park Aesthetics,https://highlandpark.clinic/,(214) 774-9644,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Highland%20Park%20Aesthetics&query_place_id=ChIJp0L3I22fToYRl2qAm90DTUw
info@vivwellness.com,,VIV Wellness,http://vivwellness.com/,(972) 803-3957,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=VIV%20Wellness&query_place_id=ChIJ53d-3qSZToYRbwVvERiF6kc
info@tuxedoclub.com,,Tuxedo Club,http://www.tuxedoclub.com/,(469) 777-1350,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Tuxedo%20Club&query_place_id=ChIJnScy7D6ZToYR4O8fsqlYPuw
richardson@viomedspa.com,,VIO Med Spa Casa Linda,https://www.viomedspa.com/locations/casa-linda,(214) 764-0350,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=VIO%20Med%20Spa%20Casa%20Linda&query_place_id=ChIJAacsSDGhToYR9b-GeygF6KQ
info@oneseventymedspa.com,,One Seventy Med Spa,https://www.oneseventymedspa.com/,(469) 755-4235,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=One%20Seventy%20Med%20Spa&query_place_id=ChIJs3xVy6IhTIYR_3u0XsDu8Ds
c183baa23371454f99f417f6616b724d@sentry.wixpress.com,,Atkinson Aesthetics,http://www.atkinsonaesthetics.com/,(972) 645-2858,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Atkinson%20Aesthetics&query_place_id=ChIJGzNlkdahToYRieBFMdNzWxA
bblissfulaestheticsllc@gmail.com,,B Blissful Aesthetics,https://www.bblissfulaesthetics.org/,(803) 415-4955,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=B%20Blissful%20Aesthetics&query_place_id=ChIJ3--6e79g5wcRKwKOUFJSSOU
info@higherlevelskinbeauty.com,,Higher Level Skin & Beauty,http://www.higherlevelskinbeauty.com/,(469) 779-8236,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Higher%20Level%20Skin%20%26%20Beauty&query_place_id=ChIJC2RVpPmZToYRJstfbS_9rtg
consultations@asfdallas.com,,Advanced Skin Fitness Medical Spa and CoolSculpting Center,https://advancedskinfitness.com/,(214) 521-5277,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Advanced%20Skin%20Fitness%20Medical%20Spa%20and%20CoolSculpting%20Center&query_place_id=ChIJ01Ky7MueToYRVnqu1JRwmFM
snatcheddallas@gmail.com,,Snatched Dallas,http://www.snatcheddallas.com/,(469) 471-8418,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Snatched%20Dallas&query_place_id=ChIJt0f8td0lTIYRC_QQdlUYdtk
info@dallaslaserfacial.com,,The Aesthetics Project,https://dallaslaserfacial.com/,(945) 349-8200,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=The%20Aesthetics%20Project&query_place_id=ChIJocMw9r7aKkoRY_Hj1SM3KGo
hello@sanctumwell.com,,Sanctum Med + Wellness,https://www.sanctumwell.com/,(214) 729-6299,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Sanctum%20Med%20%2B%20Wellness&query_place_id=ChIJ7zRj9mefToYRKXLw3X9dFm0
cinthia@enlivenyouaesthetics.com,,Enliven You Aesthetics and Wellness,http://www.enlivenyouaesthetics.com/,(469) 907-8292,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Enliven%20You%20Aesthetics%20and%20Wellness&query_place_id=ChIJQ-_QHSwhTIYREpClJaDpQA4
info@vitaldallas.com,,Vital Aesthetics,https://vitaldallas.com/,(972) 985-5511,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Vital%20Aesthetics&query_place_id=ChIJUyziW_UiTIYRG0eKVdaC1o4
info@ifusiondallas.com,,iFusion Wellness & iV Bars,http://ifusiondallas.com/,(214) 205-1145,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=iFusion%20Wellness%20%26%20iV%20Bars&query_place_id=ChIJ5fFSgjSfToYRCSNrUW4VpO0
devora@blushnbeautyspa.com,,Blush N Beauty Medspa,http://www.blushnbeautyspa.com/,(972) 803-6967,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Blush%20N%20Beauty%20Medspa&query_place_id=ChIJ_SLUBiifToYR5p9mphAAZnk
pb.labtx@gmail.com,,Pbeautylab,http://pbeautylab.glossgenius.com/,(469) 456-1627,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Pbeautylab&query_place_id=ChIJv5isXwGdToYROVqM2mEa3ig
shedron@thehotspotvsteam.com,,The Hot Spot V-Steam LLC,http://www.thehotspotvsteam.com/,(214) 620-0069,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=The%20Hot%20Spot%20V-Steam%20LLC&query_place_id=ChIJz_lJRHylToYR_c4PzmA5yBs
info@indiantypefoundry.com,,Fancy Curves N' More,https://fancycurvesnmore.com/,(469) 305-1663,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Fancy%20Curves%20N'%20More&query_place_id=ChIJb5lTxdvnv4cRe280kI98XPg
filler@godaddy.com,,deNovo Health & Aesthetics (North Dallas),http://www.denovohealthdallas.com/,(214) 219-4000,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=deNovo%20Health%20%26%20Aesthetics%20(North%20Dallas)&query_place_id=ChIJe31QSLEjTIYRd_LtcS6hBGw
admin@thelabmedspa.com,,the L.A.B. med spa Dallas,https://www.thelabmedspa.com/,(817) 251-1000,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=the%20L.A.B.%20med%20spa%20Dallas&query_place_id=ChIJ0bxiXQ2ZToYRy4ujD-js68I
morphhausdallas@gmail.com,,Morph Haus,http://morphhaus.janeapp.com/,(214) 233-6755,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Morph%20Haus&query_place_id=ChIJE08lQlqdToYRsEvEryXNK0Q
info@mskinmedspa.com,,MSkin Med Spa,https://www.mskinmedspa.com/,(469) 318-4019,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=MSkin%20Med%20Spa&query_place_id=ChIJIWM883AfTIYRbXXseF661-w
info@katytrailcryo.com,,Katy Trail Cryo,http://www.katytrailcryo.com/,(214) 758-0050,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Katy%20Trail%20Cryo&query_place_id=ChIJWxrKyCCfToYRRbmFstvEs34
support@mywellnessden.com,,The Wellness Den,http://www.mywellnessden.com/,(972) 750-4902,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=The%20Wellness%20Den&query_place_id=ChIJf0W6ovIhTIYRS6rZjTa85eg
kendra@skinfinitydallas.com,,Skinfinity,https://www.skinfinitydallas.com/,(469) 735-0806,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Skinfinity&query_place_id=ChIJKULuVjGZToYRWn11sun-ysU
karla-patricia-skin-horizontal-wordmark-black-rgb-900px-w-72ppi_140x@2x.png,,KARLA PATRICIA SKIN - DALLAS FACIALIST,http://www.dallasfacialist.com/,(972) 885-7546,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=KARLA%20PATRICIA%20SKIN%20-%20DALLAS%20FACIALIST&query_place_id=ChIJC3Xfk9CfToYRswMo8uRW3ow
fabutopiamedspa@gmail.com,,Fabutopia Medspa & Aesthetics,http://www.fabutopiamedspa.com/,(214) 339-5336,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Fabutopia%20Medspa%20%26%20Aesthetics&query_place_id=ChIJ60cAlOibToYR_aSw0Y6O8G8
8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,,VENDETTA AESTHETICS,http://www.vendettaaesthetics.com/,(469) 644-3462,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=VENDETTA%20AESTHETICS&query_place_id=ChIJJ1OIbvglTIYRS64s4o0HSa0
info@misterbotox.us,,REVION Aesthetics | Performance Wellness,https://revionaesthetics.com/,(214) 531-8880,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=REVION%20Aesthetics%20%7C%20Performance%20Wellness&query_place_id=ChIJtznly8KfToYRFmWURDmP468
support@lovemybliss.com,,MyBliss Wellness,https://lovemybliss.com/,(512) 466-2916,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=MyBliss%20Wellness&query_place_id=ChIJi6RfzyPvToYRFa36k14875E
info@luxeskincare.com,,Luxe Skin Care,http://www.luxeskincare.com/,(214) 960-6686,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Luxe%20Skin%20Care&query_place_id=ChIJGSxAjt4gTIYRBrPuRdUVUzs
curtis@aurawerks.com,,AuraWerks,http://aurawerks.com/,(214) 764-5547,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=AuraWerks&query_place_id=ChIJeUC0BRAhTIYRhQCia9SmF_Q
info@mattisonsalonsuites.com,,Mattison Avenue Salon Suites & Spa,https://www.mattisonsalonsuites.com/the-hill-dallas-tx?utm_source=apple_maps&utm_medium=organic&utm_campaign=yext,(915) 293-6333,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Mattison%20Avenue%20Salon%20Suites%20%26%20Spa&query_place_id=ChIJEzy31e-fToYRA36YoRu1If0
team@latofonts.com,,Andrea's Med Spa,https://andreasmedspa.com/,(254) 263-3772,Dallas,TX,https://www.google.com/maps/search/?api=1&query=Andrea's%20Med%20Spa&query_place_id=ChIJ03igo84hTIYRebtolJmNTJ8
info@revatamedspa.com,,Revata Medspa and Laser Center,http://www.revatamedspa.com/,(972) 707-8128,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Revata%20Medspa%20and%20Laser%20Center&query_place_id=ChIJ88j7AichTIYRcXa00gWIyIk
info@faceologie.com,,FACEOLOGIE,http://faceologie.com/,(469) 949-4293,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=FACEOLOGIE&query_place_id=ChIJz36PNJifToYRslxwzhTvgz0
contact@revivesence.com,,Revivesence Beauty and Wellness,https://revivesence.com/,(214) 702-2363,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Revivesence%20Beauty%20and%20Wellness&query_place_id=ChIJhXd4IVUhTIYRTmAuJXrT4zg
rosarodriguesesthetics@gmail.com,,Rosa Rodrigues Med Spa,https://rosarodriguesesthetics.com/,(972) 898-8751,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Rosa%20Rodrigues%20Med%20Spa&query_place_id=ChIJh6-CA44hTIYRNlJHNnzSQtI
elitemedspa3319@gmail.com,,Elite Med Spa of Texas,https://elitemedspaoftexas.com/,(214) 241-4475,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Elite%20Med%20Spa%20of%20Texas&query_place_id=ChIJrxb2gKOfToYRodhEEDLxOW0
info@penthousebeaute.com,,Penthouse Skin Lab,http://www.penthouseskinlab.com/,(469) 573-2076,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Penthouse%20Skin%20Lab&query_place_id=ChIJoYhhODonTIYRUoVB94w9VD4
info@skynthirtytwo.com,,Skyn 32 Aesthetics Studio,https://www.skyn32studio.com/,(469) 389-0803,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Skyn%2032%20Aesthetics%20Studio&query_place_id=ChIJU2oABmKfToYRZiP8uqaykTI
dandra@dee-beauty.com,,Deelightfully Beautiful Aesthetics,http://www.dee-beauty.com/,(469) 269-6770,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Deelightfully%20Beautiful%20Aesthetics&query_place_id=ChIJPcIysS09TIYR9HVcoMIbHuw
cameron@47aesthetics.com,,47 Aesthetics,https://47aesthetics.com/,(214) 449-0206,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=47%20Aesthetics&query_place_id=ChIJZem5G-YhTIYRoHhTQG8ONbA
contact@spa-wise.com,,Spawise Medspa,https://www.spa-wise.com/?utm_source=GBP,(817) 219-7379,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Spawise%20Medspa&query_place_id=ChIJN8oveBYjToYRQd0Mds4pJoU
polka.aesthetics@gmail.com,,Polka Aesthetics,https://www.polka-aesthetics.com/,(945) 200-1710,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Polka%20Aesthetics&query_place_id=ChIJGZ2CpNkjTIYRUPPxe6C_nnc
info@trosebodystudio.com,,T. Rose Body Studio,https://linktr.ee/trosebodystudio,,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=T.%20Rose%20Body%20Studio&query_place_id=ChIJpcrWCduNToYRI6wS3JLxOd8
prestonforest@lindora.com,,Lindora Preston Forest,https://www.lindora.com/location/preston-forest,(214) 242-9550,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Lindora%20Preston%20Forest&query_place_id=ChIJBRZf7HEhTIYRRU8S2lLPuzU
support@saltboxdallas.com,,Saltbox Aesthetics + Apothecary,http://saltboxdallas.com/,(972) 677-9888,Dallas,Texas,https://www.google.com/maps/search/?api=1&query=Saltbox%20Aesthetics%20%2B%20Apothecary&query_place_id=ChIJ9RWmsICfToYRR2jyrr_nmHc
myspajoy60@gmail.com,,My Spa Joy,https://myspajoytx.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,(346) 660-3277,Houston,Texas,https://www.google.com/maps/search/?api=1&query=My%20Spa%20Joy&query_place_id=ChIJI0-M4s_DQIYRi67WrFgfF9E
info@radiantdermtx.com,,Radiant Dermatology & Aesthetics - Kingwood,https://www.radiantdermtx.com/location-pages/kingwood-location,(281) 973-4159,Kingwood,Texas,https://www.google.com/maps/search/?api=1&query=Radiant%20Dermatology%20%26%20Aesthetics%20-%20Kingwood&query_place_id=ChIJU9ThGs-yQIYRKX2fhE9KnEc
greatresults@clearstonespa.com,,Clearstone Laser Hair Removal & Med Spa,http://www.clearstonespa.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp_listing&utm_content=avery_medical,(281) 805-1136,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Clearstone%20Laser%20Hair%20Removal%20%26%20Med%20Spa&query_place_id=ChIJX6BydWzAQIYRTNmky8iYnvc
info@antiageinstitute.com,,Antiage Institute,https://www.antiageinstitute.com/,(832) 430-7768,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Antiage%20Institute&query_place_id=ChIJJSZRF_rAQIYRPgG8GZnKnh8
help@htxmdspa.com,,Houston MedSpa + Wellness,https://htxmdspa.com/,(832) 835-2545,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Houston%20MedSpa%20%2B%20Wellness&query_place_id=ChIJtWzPOPbAQIYRHv6oUAjiD4I
info@aesthetichouston.com,,Aesthetic Surgery Institute,https://www.aesthetichouston.com/,(713) 892-5476,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Aesthetic%20Surgery%20Institute&query_place_id=ChIJs7cBZW3BQIYRvFVFjhlOcqg
support@organicbsi.com,,Miliv Med Spa & Facials,https://milivmed-spa.com/,(713) 585-0715,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Miliv%20Med%20Spa%20%26%20Facials&query_place_id=ChIJIQNO4XDBQIYRwzhP7SIMFLw
ed436f5053144538958ad06a5005e99a@sentry.wixpress.com,,Hi Beautiful Aesthetics,http://www.hibeautifulaesthetics.com/,(281) 846-6895,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Hi%20Beautiful%20Aesthetics&query_place_id=ChIJuy9pdCrDQIYRrwt2oraHarA
info@tulumms.com,,Tulum Wellness Spa,https://tulumwellness.com/,(832) 707-0407,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Tulum%20Wellness%20Spa&query_place_id=ChIJ6zuGvFDHQIYRARZhVGqnO98
info@behuemn.com,,Huemn - Heights MKT,https://www.behuemn.com/?utm_source=gmb&utm_location=vp,(832) 979-5618,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Huemn%20-%20Heights%20MKT&query_place_id=ChIJyQaw9BXHQIYR_Rw8UTLf9pY
hello@gravityonestudio.com,,Gravity One Studio,http://www.gravityonestudio.com/,(713) 218-9988,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Gravity%20One%20Studio&query_place_id=ChIJYdZOZoHHQIYR6VKJlKw_dec
info@rosemilkaesthetics.com,,Rose Milk Aesthetics,http://rosemilkaesthetics.com/,(832) 557-8151,Houston,Texas,https://www.google.com/maps/search/?api=1&query=Rose%20Milk%20Aesthetics&query_place_id=ChIJeXg9tArHQIYRSPP7V61anh0
