website,company_name,phone,city,state,country,google_maps_url,rating,reviews_count,lead_score,email
https://glowhouston.com,Glow Medical Aesthetics,(713) 338-9577,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Glow%20Medical%20Aesthetics&query_place_id=ChIJrerdWEnAQIYRZs5i7Hk26yw,4.9,235,0,
https://vagaro.com,Derma Theory,(713) 887-5988,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Derma%20Theory&query_place_id=ChIJKVY4aFfDQIYRuhJcZLNTvTQ,5,237,0,
https://galleriaesthetics.com,Galleria Aesthetics and Wellness,(713) 552-1112,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Galleria%20Aesthetics%20and%20Wellness&query_place_id=ChIJ8ZwATWTBQIYRDDFvSI-MUIw,4.8,278,0,
https://evolveaestheticsmedspa.com,Evolve Aesthetics Medspa,(346) 302-5199,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Evolve%20Aesthetics%20Medspa&query_place_id=ChIJE_Azex6_QIYRRWv5GnugsQU,4.7,105,0,
https://plastikosaesthetics.com,Plastikos Aesthetics,(713) 338-9582,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Plastikos%20Aesthetics&query_place_id=ChIJC5WD7BK_QIYRuvrh3Sgsqd8,5,36,0,
https://mirrormirrorhouston.com,Mirror Mirror Beauty Boutique,(281) 810-9083,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Mirror%20Mirror%20Beauty%20Boutique&query_place_id=ChIJhy16EgXBQIYRrWmm3YPBWac,4.6,249,0,
https://mybeautifulbody.com,Aesthetic Center for Plastic Surgery & MedSpa (ACPS),(713) 799-9999,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Aesthetic%20Center%20for%20Plastic%20Surgery%20%26%20MedSpa%20(ACPS)&query_place_id=ChIJX1ZfCT7BQIYRnXDwEigU1-k,4.9,489,0,
https://hausofskin.net,HAUS OF SKIN AESTHETICS,(936) 933-2046,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=HAUS%20OF%20SKIN%20AESTHETICS&query_place_id=ChIJA0AtjA_BQIYR_BV-XiVeBWs,5,47,0,
https://beauty-medica.net,Beauty Medica,(832) 266-7109,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Beauty%20Medica&query_place_id=ChIJkV6GIPvAQIYRPREd25G3gMg,4.8,21,0,
https://monacomedspa.com,Monaco MedSpa,(786) 536-6117,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Monaco%20MedSpa&query_place_id=ChIJyVdcXaix2YgRMNbOy53MdC0,5,150,0,
https://carunamedspa.com,Caruna Med Spa & Laser Center,(305) 456-9336,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Caruna%20Med%20Spa%20%26%20Laser%20Center&query_place_id=ChIJHbaiBIi22YgRaVA-eYIDBZ8,4.8,154,0,
https://arvivaesthetics.com,Arviv Medical Aesthetics Miami,(305) 340-9002,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Arviv%20Medical%20Aesthetics%20Miami&query_place_id=ChIJ4VAQIVSx2YgR-KM7oK38mac,4.8,404,0,
https://deluxemedspabeauty.com,Deluxe Med Spa Beauty,(786) 901-0611,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Deluxe%20Med%20Spa%20Beauty&query_place_id=ChIJ9QShWb232YgRErcFd8RYjwc,4.9,252,0,
https://4beautymedspa.com,4Beauty Medspa,(786) 496-9444,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=4Beauty%20Medspa&query_place_id=ChIJw_1UpwO32YgRcVAHV9QE1YI,4.9,304,0,
https://miamiskinspa.com,Miami Skin Spa Aesthetics & Wellness,(305) 557-1615,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Miami%20Skin%20Spa%20Aesthetics%20%26%20Wellness&query_place_id=ChIJ7ciBzzO32YgRsWnzwqMbN5E,4.8,150,0,
https://medaestheticsmiami.com,Med Aesthetics Miami,(305) 356-7402,Miami,FL,US,https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o,4.8,433,0,
https://rymaps.xyz,Miami Surgical MedSpa,(305) 515-5009,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Miami%20Surgical%20MedSpa&query_place_id=ChIJVx5-sNu52YgR-21dJlCn9ZM,5,524,0,
https://avivamedicalspa.com,Aviva Medical Spa,(786) 812-8622,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Aviva%20Medical%20Spa&query_place_id=ChIJPzO231ax2YgRaoJeTYze_Xs,4.7,330,0,
https://luxmedspabrickell.com,LUX MedSpa Brickell,(305) 988-9388,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20Brickell&query_place_id=ChIJtRS0HVy32YgRsiZz9ho-xq4,5,2210,0,
https://aliciamedspa.com,Alicia Med Spa,(917) 854-9121,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Alicia%20Med%20Spa&query_place_id=ChIJhct1E1a32YgRtV6uu0RNxSo,4.8,139,0,
https://mia.dolcemedicalspas.com,Dolce Medical Spa - Miami,(786) 305-8898,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Dolce%20Medical%20Spa%20-%20Miami&query_place_id=ChIJwdWBW0632YgRp4gSAlHwSSg,5,1087,0,
https://elegantmedspacenter.com,Elegant Med Spa,(305) 456-4921,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Elegant%20Med%20Spa&query_place_id=ChIJEyAf03u_2YgRa56m545DIeg,5,11,0,
https://standardhotels.com,"The Standard Spa, Miami Beach",(305) 673-1717,Miami Beach,Florida,US,https://www.google.com/maps/search/?api=1&query=The%20Standard%20Spa%2C%20Miami%20Beach&query_place_id=ChIJi3iJenu02YgRFrHZlqynfjg,4.5,2580,0,
https://lavishlasermedspa.com,Lavish Laser Med Spa Midtown Miami,(754) 287-2084,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Lavish%20Laser%20Med%20Spa%20Midtown%20Miami&query_place_id=ChIJf5ed1fm32YgRerIjChTGSRg,4.9,27,0,
https://nofiltermedspa.com,No Filter Medical Spa,(305) 619-2651,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=No%20Filter%20Medical%20Spa&query_place_id=ChIJIwS0toq32YgRtdNmpvUoV8A,4.9,196,0,
https://brickellcosmetic.com,Brickell Cosmetic Center-Aesthetics & Dermatology,(305) 456-6001,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Brickell%20Cosmetic%20Center-Aesthetics%20%26%20Dermatology&query_place_id=ChIJt7xbx4m22YgRiCc1jctvNNA,4.6,425,0,
https://charettecosmetics.com,Charette Cosmetics Medical Spa - Miami Beach,(404) 430-4378 ext. 3,Miami Beach,Florida,US,https://www.google.com/maps/search/?api=1&query=Charette%20Cosmetics%20Medical%20Spa%20-%20Miami%20Beach&query_place_id=ChIJ-VkNhhuz2YgR3tgNIZtgN94,5,566,0,
https://infinitybeautylab.com,Infinity Beauty Lab Med Spa,(561) 232-0263,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Infinity%20Beauty%20Lab%20Med%20Spa&query_place_id=ChIJfUkjg8-32YgR0oPf9H13PwM,5,63,0,
https://merakimedmiami.com,Meraki Med Miami,(305) 988-8089,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Meraki%20Med%20Miami&query_place_id=ChIJMxGje0e32YgRTH46qw8PEXA,5,26,0,
https://implantcenterlosangeles.com,Dental Implant Center of Los Angeles,(323) 433-5990,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=Dental%20Implant%20Center%20of%20Los%20Angeles&query_place_id=ChIJRdv2Ajy5woAR-Pkfljb48V8,4.8,4,0,
https://socalimplants.com,"Southern California Implant Centers - Dental Implants Los Angeles- Periodontist Los Angeles, CA",(310) 231-5100,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=Southern%20California%20Implant%20Centers%20-%20Dental%20Implants%20Los%20Angeles-%20Periodontist%20Los%20Angeles%2C%20CA&query_place_id=ChIJe45bMGG7woARJdNInRZj3vc,4.9,84,0,
https://dentalimplantcenter.com,The Dental Implant Center,(214) 956-9100,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=The%20Dental%20Implant%20Center&query_place_id=ChIJU9knsWOeToYR2PmDkArm8Lc,5,189,0,
https://perioimplanthealthpro.com,Perio Implant Health Professionals,(213) 481-0664,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=Perio%20Implant%20Health%20Professionals&query_place_id=ChIJs4NQX6XHwoARGAmqzO56A40,4.9,189,0,
https://westlaimplants.com,West LA Implants,(310) 481-0111,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=West%20LA%20Implants&query_place_id=ChIJp1ZuoVy7woARqnw6u4WDEYU,4.9,190,0,
https://davidkaodds.com,David S. Kao DDS,(213) 481-2699,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=David%20S.%20Kao%20DDS&query_place_id=ChIJfatm-a_HwoARRLBlunBVEY8,5,240,0,
https://laperioimplantcenter.com,Premier LA Periodontics & Dental Implant Center,(213) 667-0873,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=Premier%20LA%20Periodontics%20%26%20Dental%20Implant%20Center&query_place_id=ChIJQyf4NT-9woARJjlcDLdQpPQ,5,72,0,
https://beverlyhillsimplants.com,Beverly Hills Implant Center,(310) 424-7072,Beverly Hills,California,US,https://www.google.com/maps/search/?api=1&query=Beverly%20Hills%20Implant%20Center&query_place_id=ChIJc4rBbqu5woARHmuT1eUe48c,5,76,0,
https://topimplantcenter.com,Top Implant Center,(213) 382-4336,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=Top%20Implant%20Center&query_place_id=ChIJN8fJt4PHwoARs2dMgfB-NP8,4.5,30,0,
https://smilela.com,Smile L.A. Downtown Modern Dentistry,(213) 570-8775,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=Smile%20L.A.%20Downtown%20Modern%20Dentistry&query_place_id=ChIJlxusK0-3woARG9AAHdBJhpE,4.9,776,0,
https://newmedental.com,NewMe Dental Implants of Houston,(832) 791-3039,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=NewMe%20Dental%20Implants%20of%20Houston&query_place_id=ChIJ39YtiD2XQIYRLRg7VW-YsnU,5,287,0,
https://nmsmilecenter.com,New Mexico Smile Center,(505) 275-1663,Albuquerque,New Mexico,US,https://www.google.com/maps/search/?api=1&query=New%20Mexico%20Smile%20Center&query_place_id=ChIJs6TX9OSfGIcRe30wpFkW-WU,5,763,0,
https://santafeperiodontics.com,"Dr. Jeffrey Melton DDS, MS",(505) 984-8300,Santa Fe,New Mexico,US,https://www.google.com/maps/search/?api=1&query=Dr.%20Jeffrey%20Melton%20DDS%2C%20MS&query_place_id=ChIJsZB3hxNQGIcRQKwl-VFPsFU,4.9,533,0,
https://hildebrandfamilydental.com,Hildebrand Family Dental Care,(210) 733-9477,San Antonio,Texas,US,https://www.google.com/maps/search/?api=1&query=Hildebrand%20Family%20Dental%20Care&query_place_id=ChIJZYkRsAtfXIYRS2U4KqPfbmk,4.9,304,0,
https://sanchezhenrydental.com,Sanchez + Henry Dental,(505) 268-2741,Albuquerque,New Mexico,US,https://www.google.com/maps/search/?api=1&query=Sanchez%20%2B%20Henry%20Dental&query_place_id=ChIJZ6AQ2d8KIocRZMknV_5IAuA,5,537,0,
https://rosemarydentalspa.com,Rosemary Dental Spa,(505) 292-8310,Albuquerque,New Mexico,US,https://www.google.com/maps/search/?api=1&query=Rosemary%20Dental%20Spa&query_place_id=ChIJkVx0HJmfGIcRNkcbK-c0y-Y,4.9,204,0,
https://brighamortho.com,Brigham Orthodontics,(480) 767-8810,Scottsdale,Arizona,US,https://www.google.com/maps/search/?api=1&query=Brigham%20Orthodontics&query_place_id=ChIJ19FeVT91K4cRIbf_DDi9lCY,5,664,0,
https://pacboca.com,Prestige,(561) 235-7300,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Prestige&query_place_id=ChIJTeOOzzUf2YgRNnHjYWQMcQw,4.9,441,0,
https://airsculpt.com,AirSculpt - Atlanta,(678) 949-9297,Atlanta,Georgia,US,https://www.google.com/maps/search/?api=1&query=AirSculpt%20-%20Atlanta&query_place_id=ChIJ_zPOo_4P9YgRbzD21w9Sq2o,4.6,153,0,
https://injection-perfection.com,Injection Perfection Medical Spa,(561) 266-4150,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Injection%20Perfection%20Medical%20Spa&query_place_id=ChIJzdkZmd0b2YgRyPQgeiMXAms,5,170,0,
https://impruv-u.com,Impruv-U,(561) 757-5814,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Impruv-U&query_place_id=ChIJweaM-Jbj2IgR6l3dku-60zk,5,41,0,
https://cutelooksmedispa.net,Cute Looks Medispa,(561) 388-9337,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Cute%20Looks%20Medispa&query_place_id=ChIJ__-_97Qf2YgRjP5kHR8LJ8U,4.9,75,0,
https://newradiancenow.com,New Radiance Cosmetic Centers,(561) 576-2245,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=New%20Radiance%20Cosmetic%20Centers&query_place_id=ChIJ63NN9kXh2IgR0lx2VG4PpZ0,4.8,195,0,
https://bo.dolcemedicalspas.com,Dolce Medical Spa,(561) 831-7717,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Dolce%20Medical%20Spa&query_place_id=ChIJB7VNPfLh2IgRWoDvdYjLrt4,4.8,178,0,
https://ashleysmedicalaesthetics.com,Ashley's Medical Aesthetics,(561) 631-2885,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Ashley's%20Medical%20Aesthetics&query_place_id=ChIJ8fS42Bsd2YgRMPL9XODA1Mg,5,20,0,
https://vitalitylaserspa.com,Vitality Spa,(954) 638-3524,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Vitality%20Spa&query_place_id=ChIJzXvLg8_h2IgR5ItkzLVBQMo,4.9,150,0,
https://bodycontouringmiami.com,Body Contouring & Wellness Massage Miami Beach,(786) 777-8674,Miami Beach,Florida,US,https://www.google.com/maps/search/?api=1&query=Body%20Contouring%20%26%20Wellness%20Massage%20Miami%20Beach&query_place_id=ChIJufCgAkbh2IgRPCc6v90uqiQ,4.9,68,0,
https://slimtone.us,SLIMTONE®,(561) 288-8188,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=SLIMTONE%C2%AE&query_place_id=ChIJ357xziQc2YgReZ7SwofazU8,4.9,139,0,
https://alluraaesthetics.com,AlluraMD Aesthetics + Wellness | Boca Raton (formerly The Box Med Spa),(561) 717-8903,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=AlluraMD%20Aesthetics%20%2B%20Wellness%20%7C%20Boca%20Raton%20(formerly%20The%20Box%20Med%20Spa)&query_place_id=ChIJJ921h5sZ2YgR25LfkIhpsJM,4.9,158,0,
https://ebbmedspa.com,Everybody Is Beautiful Med Spa,(561) 756-8550,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Everybody%20Is%20Beautiful%20Med%20Spa&query_place_id=ChIJN1EAkHse2YgRZLMUqg8MvK4,4.9,108,0,
https://glamormedical.com,Glamor Medical,(561) 990-8442,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Glamor%20Medical&query_place_id=ChIJW-ZeMTsc2YgRMWgIWKR91GI,5,195,0,
https://cryosculptinglab.com,"Cryo Sculpting Lab - Boca Raton, Fl",(561) 299-0683,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Cryo%20Sculpting%20Lab%20-%20Boca%20Raton%2C%20Fl&query_place_id=ChIJe7ENUFrh2IgR0o_55_Tq0Oc,5,3,0,
https://sanctuarymedical.com,Sanctuary Medical Center,(561) 221-0457,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Sanctuary%20Medical%20Center&query_place_id=ChIJZQA__cfh2IgR7_PErihUyPI,4.9,656,0,
https://thebodysquad.com,BodySquad,(561) 903-4945,Delray Beach,Florida,US,https://www.google.com/maps/search/?api=1&query=BodySquad&query_place_id=ChIJzQXDr3jj2IgRpwGlro7FrFE,4.8,91,0,
https://peacelovemed.com,Peace Love Med Spa | Botox | Lip Filler | Dysport | Facial Balancing | Non Surgical Nose Job,(561) 462-4234,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Peace%20Love%20Med%20Spa%20%7C%20Botox%20%7C%20Lip%20Filler%20%7C%20Dysport%20%7C%20Facial%20Balancing%20%7C%20Non%20Surgical%20Nose%20Job&query_place_id=ChIJGbA51A_i2IgR5JRVWLkjJlQ,5,1540,0,
https://southcoastmedspa.com,South Coast MedSpa,(949) 650-7267,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=South%20Coast%20MedSpa&query_place_id=ChIJDweEhQcg3YARcAw1ddaO2a8,4.7,307,0,
https://bbspamed.com,Beyond Beauty Medical Spa,(949) 203-3434,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Beyond%20Beauty%20Medical%20Spa&query_place_id=ChIJq6qa9KJp6oARVxADo4g50HY,5,219,0,
https://belleviemedical.com,Belle Vie Wellness & Medical Aesthetics,(855) 635-0011,Costa Mesa,California,US,https://www.google.com/maps/search/?api=1&query=Belle%20Vie%20Wellness%20%26%20Medical%20Aesthetics&query_place_id=ChIJwWf29Xrf3IARfGz16FAPkz0,4.9,296,0,
https://mesospa.com,MeSO Medspa Newport Beach,(949) 617-1221,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=MeSO%20Medspa%20Newport%20Beach&query_place_id=ChIJm7uRAYjf3IARG5HD1kp32TA,4.8,331,0,
https://iconmd.com,Icon MD Medical Spa + Laser Center Boca Raton,(561) 409-2340,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Icon%20MD%20Medical%20Spa%20%2B%20Laser%20Center%20Boca%20Raton&query_place_id=ChIJi0OnhV0f2YgR6LBvhqHiYWI,4.9,512,0,
https://injectionartistryclinic.com,Injection Artistry,(949) 531-1939,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Injection%20Artistry&query_place_id=ChIJ66hAU2Eh3YARthZ_cCToj4Q,5,58,0,
https://drsajjadian.com,"Ali Sajjadian, M.D., F.A.C.S",(949) 515-0550,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Ali%20Sajjadian%2C%20M.D.%2C%20F.A.C.S&query_place_id=ChIJB2GScwog3YARdpjBDDKGR04,4.9,353,0,
https://newportbeachdps.com,Newport Beach Dermatology and Plastic Surgery,(949) 706-7886,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Newport%20Beach%20Dermatology%20and%20Plastic%20Surgery&query_place_id=ChIJ_ZmZCI_g3IAR8vkrtYb4cA4,4.8,110,0,
https://purebeautymedicalspa.com,Pure Beauty Medical Spa,(949) 946-6624,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Pure%20Beauty%20Medical%20Spa&query_place_id=ChIJJ2XY74jg3IARFgovzyKCMVE,4.7,46,0,
https://nueyaesthetics.com,Nuey Aesthetics & Wellness - Newport Beach,(949) 514-8365,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Nuey%20Aesthetics%20%26%20Wellness%20-%20Newport%20Beach&query_place_id=ChIJMxGNjnDf3IARReXGWoSz1VM,5,31,0,
https://newportbeachmedspa.com,Newport Beach MedSpa,(949) 631-2800,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Newport%20Beach%20MedSpa&query_place_id=ChIJ2z8xEPje3IARZVsysFtD268,4.8,270,0,
https://californiacosmetics.com,California Cosmetics,(855) 977-1982,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=California%20Cosmetics&query_place_id=ChIJ0RGk8_Hf3IARrBIQjeTJl54,4.8,160,0,
https://appearancecenter.com,Appearance Center of Newport Beach,(949) 200-1615,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Appearance%20Center%20of%20Newport%20Beach&query_place_id=ChIJeX6LqIng3IARjHenkQo0zlQ,5,188,0,
https://nakedmd.com,NakedMD Med Spa Newport Beach,(949) 379-8758,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc,4.9,1606,0,
https://cosmeticare.com,CosmetiCare Plastic Surgery Newport Beach & Med Spa,(949) 238-6133,Corona Del Mar,California,US,https://www.google.com/maps/search/?api=1&query=CosmetiCare%20Plastic%20Surgery%20Newport%20Beach%20%26%20Med%20Spa&query_place_id=ChIJ76pcU2Xg3IARDVttZxzcQIM,4.7,163,0,
https://beautyboostmedspa.com,"Beauty Boost Med Spa, Inc.",(949) 514-8602,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Beauty%20Boost%20Med%20Spa%2C%20Inc.&query_place_id=ChIJASoNO7_f3IARj3ift5_9VUo,4.9,192,0,
https://getthetreatment.com,The Treatment Skin Boutique Newport Beach,(844) 344-7546,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=The%20Treatment%20Skin%20Boutique%20Newport%20Beach&query_place_id=ChIJKfCigJUh3YARR5Qn3sL6fBI,5,65,0,
https://newportaesthetics.com,Newport Aesthetics,(949) 660-9972,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=Newport%20Aesthetics&query_place_id=ChIJN2Y_mlPe3IAR5ur8B8GWkps,4.4,7,0,
https://4everyoungantiaging.com,4Ever Young Med Spa & Wellness Center - Boca Raton,(561) 320-4699,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=4Ever%20Young%20Med%20Spa%20%26%20Wellness%20Center%20-%20Boca%20Raton&query_place_id=ChIJ8e4RTHYe2YgRakoZnm_B1OA,4.9,1560,0,
https://dallaslaserfacial.com,The Aesthetics Project,(945) 349-8200,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=The%20Aesthetics%20Project&query_place_id=ChIJocMw9r7aKkoRY_Hj1SM3KGo,5,80,0,
https://beautymedicalaesthetics.com,Beauty Medical Aesthetics,(469) 608-1008,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Beauty%20Medical%20Aesthetics&query_place_id=ChIJF2Lze0SeToYRuCoCIXoRN2E,4.6,11,0,
https://lakewoodaesthetics.com,Lakewood Aesthetics,(469) 547-6181,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Lakewood%20Aesthetics&query_place_id=ChIJizPN45-hToYRID7vYkBViy8,4.6,19,0,
https://faceingaesthetics.com,Faceing Aesthetics,(310) 946-6038,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Faceing%20Aesthetics&query_place_id=ChIJIZCDrfKfToYRar1zUao5erw,5,16,0,
https://clinicabeautyaesthetics.glossgenius.com,"Clinica Beauty Aesthetics by Erica, RN (formerly Nectar Aesthetics and Wellness)",(214) 686-1831,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Clinica%20Beauty%20Aesthetics%20by%20Erica%2C%20RN%20(formerly%20Nectar%20Aesthetics%20and%20Wellness)&query_place_id=ChIJE8FFsqKZToYR9bIf5-vmxP8,5,11,0,
https://cultaesthetics.com,CULT Aesthetics,(469) 720-1086,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=CULT%20Aesthetics&query_place_id=ChIJFX32ikGZToYRsMJi8wiyMQo,4.9,346,0,
https://thescienceofbeauty.co,The Science of Beauty,(214) 272-9240,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=The%20Science%20of%20Beauty&query_place_id=ChIJlRYFrG-ZToYR8Q7o9DDXScI,5,201,0,
https://tericawright.glossgenius.com,Dallas Aesthetic Studio,(469) 442-9792,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Dallas%20Aesthetic%20Studio&query_place_id=ChIJs2Doe-iZToYR1KHKTP18mUQ,5,109,0,
https://calypsoaestheticlab.com,Calypso Aesthetic Lab,(832) 622-6294,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Calypso%20Aesthetic%20Lab&query_place_id=ChIJTTvaCtqdToYRYdiL9GnoJuk,5,202,0,
https://bareaestheticsdallas.com,Bare Aesthetics Dallas,(214) 980-4371,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Bare%20Aesthetics%20Dallas&query_place_id=ChIJB4JKwjufToYRKJVN9-9lZ10,5,125,0,
https://lisseaesthetics.com,Lisse Aesthetics,(469) 264-5162,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Lisse%20Aesthetics&query_place_id=ChIJ2S5HowcupmwREps5rpigD5A,5,151,0,
https://saxonmd.com,Saxon MD Facial Plastic Surgery,(469) 697-6164,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Saxon%20MD%20Facial%20Plastic%20Surgery&query_place_id=ChIJz5tRDySfToYRjEadPZR5nIo,4.7,31,0,
