email,company,website,phone,city,state,country,google_maps_url,lead_score,email_source
//www.google.com/maps/place/plano+plastic+surgery/@33.0170284,Plano Plastic Spa,https://planoplasticspa.com/?utm_source=google&utm_medium=gbp&utm_campaign=gmb,(972) 599-2900,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Plano%20Plastic%20Spa&query_place_id=ChIJ238AKWgiTIYR3OGSqt5xWkg,55,free_scrape
//www.google.com/maps/place/simplicity+laser/@38.9934648,Simplicity Laser,https://simplicitylaser.com/pages/laser-hair-removal-in-plano-tx,(800) 559-9138,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Simplicity%20Laser&query_place_id=ChIJlTbzvrQ9TIYRiwqB5CTp9mI,55,free_scrape
/c183baa23371454f99f417f6616b724d@sentry.wixpress.com,Uplift Medspa Health & Wellness,http://upliftmedspa.com/,(972) 665-8664,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Uplift%20Medspa%20Health%20%26%20Wellness&query_place_id=ChIJOaosxx0hTIYRwgghz8vKkVQ,55,free_scrape
0a2411dd501e4441a1f4a27ebdb0b309@o4505290921410560.ingest.sentry.io,Lift N Fill Aesthetics By Sandra (liftnfill),https://liftnfillaestheticsbysandra.janeapp.com/,(469) 769-0108,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Lift%20N%20Fill%20Aesthetics%20By%20Sandra%20(liftnfill)&query_place_id=ChIJIemB9B8lTIYRvNLPGoJrFmM,55,free_scrape
2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,Express Health Systems,https://www.expresshealthsystems.com/,(469) 786-1751,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Express%20Health%20Systems&query_place_id=ChIJNQ4kYlMYTIYRkN0KEQtaKqA,55,free_scrape
5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,Sada Cosmetic NP Med Spa/Botox & Filler Plano,http://www.sadamedspa.com/,(214) 207-4649,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Sada%20Cosmetic%20NP%20Med%20Spa%2FBotox%20%26%20Filler%20Plano&query_place_id=ChIJNZ1E5DofTIYRZNx8BmRkQUw,55,free_scrape
agilbert2@lt.life,LifeSpa,https://my.lifetime.life/clubs/tx/plano/services/lifespa.html,(972) 202-8124,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=LifeSpa&query_place_id=ChIJwczoBSsjTIYR8hpsvxJOv5U,55,free_scrape
and@ease.we,VIVA Medspa,https://www.vivamedspa.com/,(972) 378-3870,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=VIVA%20Medspa&query_place_id=ChIJ8YRIDbA8TIYRc6FTJD8t5fo,55,free_scrape
aokiheadspa@aokispa.com,Aoki Head Spa & Skin,https://aokispa.com/locations-plano/,(469) 409-6076,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Aoki%20Head%20Spa%20%26%20Skin&query_place_id=ChIJp3rLoeYlTIYRIZ6iQhphz_c,55,free_scrape
astigma@astigmatic.com,West Plano Dry Eye & Aesthetics,http://westplanodryeye.com/,(469) 999-2747,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=West%20Plano%20Dry%20Eye%20%26%20Aesthetics&query_place_id=ChIJ-SrhibQlTIYRNUzeXpZXlww,55,free_scrape
britestarclinic@gmail.com,Britestar Primary Care and Weight Loss Clinic,https://britestarclinic.com/,(469) 910-8283,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Britestar%20Primary%20Care%20and%20Weight%20Loss%20Clinic&query_place_id=ChIJxUR0edsZTIYRCLmbWUSPfn8,55,free_scrape
cedarhill@osant.net,Oral Surgery Associates of North Texas,https://www.northtexasoralsurgery.com/,(972) 985-7555,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Oral%20Surgery%20Associates%20of%20North%20Texas&query_place_id=ChIJuyVlI-8jTIYRD1752YS47OA,55,free_scrape
chaseoaksanimalclinic@gmail.com,Chase Oaks Animal Clinic,https://chaseoaksvet.com/,(972) 517-1970,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Chase%20Oaks%20Animal%20Clinic&query_place_id=ChIJZ_Xt8ccZTIYRwFXnoAlqCes,55,free_scrape
completely@ease.she,RUMI Aesthetics,http://www.rumiaesthetics.com/,(214) 894-4533,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=RUMI%20Aesthetics&query_place_id=ChIJCTOJVhA9TIYRQDScEjNxP-Y,55,free_scrape
concierge@drbrobst.com,"Brobst Facial Plastic Surgery and Aesthetics - Robert Brobst, M.D.",http://drbrobst.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(972) 618-2212,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Brobst%20Facial%20Plastic%20Surgery%20and%20Aesthetics%20-%20Robert%20Brobst%2C%20M.D.&query_place_id=ChIJpb_sK9c8TIYRiLAKdBvzCt4,55,free_scrape
contact@sterlingsalonsuites.com,Sterling Salon Suites,https://sterlingsalonsuites.com/,(214) 308-0177,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Sterling%20Salon%20Suites&query_place_id=ChIJuXLimmAjTIYRXOGMTOjSydg,55,free_scrape
contact@umedspa.com,U Med Spa,https://umedspa.com/,(972) 636-6299,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=U%20Med%20Spa&query_place_id=ChIJz-wOVbE8TIYROmo0LS8t3Ms,55,free_scrape
coordinator@herzogvitalitycenter.com,Herzog Vitality Center,https://herzogvitalitycenter.com/,(972) 833-6200,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Herzog%20Vitality%20Center&query_place_id=ChIJweTBmp4kTIYRErmF-7FregY,55,free_scrape
email@domain.com,McGuiness Dermatology,https://mcguinessdermatology.com/,(972) 316-4555,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=McGuiness%20Dermatology&query_place_id=ChIJUTM9KV8jTIYRo1-2073fMiU,55,free_scrape
essentials@injexed.shop,INJEXED MedBar,https://injexed.com/,(469) 649-7106,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=INJEXED%20MedBar&query_place_id=ChIJIacT9VI9TIYRlAXx0uxlQn8,55,free_scrape
experience@mod.probably,Mod Facial and Massage,https://www.modfacial.com/,(469) 991-3896,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Mod%20Facial%20and%20Massage&query_place_id=ChIJv5kzsqUjTIYR4QKgT4Brr5A,55,free_scrape
feel@home.every,Bader Facial Plastics,http://www.baderfacialplastics.com/?utm_source=gbp&utm_medium=organic&utm_campaign=localsearch,(214) 501-2021,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Bader%20Facial%20Plastics&query_place_id=ChIJueouR2YiTIYR4dkzZ74NmwA,55,free_scrape
frontdesktx005@restore.com,Restore Hyper Wellness,https://www.restore.com/locations/tx-plano-tx005?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk5MjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(469) 969-2878,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Restore%20Hyper%20Wellness&query_place_id=ChIJrw3b2KsjTIYRjw4pGilRSB0,55,free_scrape
frontoffice@pedswb.com,Wellness at the Spa,https://wellnessatthespa.com/,(214) 489-7757,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Wellness%20at%20the%20Spa&query_place_id=ChIJTcCgo10hTIYR5Dt-0TCMZnI,55,free_scrape
hello@skinpharm.com,Skin Pharm,https://skinpharm.com/pages/skincare-plano,(214) 548-3575,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Skin%20Pharm&query_place_id=ChIJcZWVxaY9TIYRKSMDnriJuiI,55,free_scrape
hi@mystore.com,Skin LovER Aesthetics,http://www.skinloverspa.com/,(469) 333-1401,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Skin%20LovER%20Aesthetics&query_place_id=ChIJswSLCakjTIYRz_4qGuLGqec,55,free_scrape
info@novadermllc.com,NovaDerm Med Spa,https://novadermllc.com/,(972) 654-2414,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=NovaDerm%20Med%20Spa&query_place_id=ChIJ6UzFZt45TIYRe-QGKHriGqA,55,free_scrape
info@originalskindfw.com,Original Skin,https://originalskindfw.com/,(469) 809-2699,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Original%20Skin&query_place_id=ChIJ4SUAnCEjTIYRkia96qbIyvE,55,free_scrape
info@sophiarahmanmd.com,"Sophia Rahman, MD- Primary Care, Weight Management & Aesthetics",https://www.sophiarahmanmd.com/,(972) 782-2811,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Sophia%20Rahman%2C%20MD-%20Primary%20Care%2C%20Weight%20Management%20%26%20Aesthetics&query_place_id=ChIJ03RUVAwnTIYRgGLZqweKu1A,55,free_scrape
info@starwoodmedspa.com,Starwood Med Spa,https://starwoodmedspa.com/starwood-plano-med-spa/,(214) 705-0400,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJWx6gFj09TIYR9tExGmtztDI,55,free_scrape
info@stoneiwc.com,Stone International Wellness Center,https://www.stoneiwc.com/,(972) 473-2205,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Stone%20International%20Wellness%20Center&query_place_id=ChIJtZdWkHgjTIYR1-jXe7wCbjM,55,free_scrape
info@thespabutler.com,The Spa Butler,http://www.thespabutler.com/,(214) 785-6719,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=The%20Spa%20Butler&query_place_id=ChIJPYbbpEGoKKgRki5UJYwUMqs,55,free_scrape
info@vitalizemedicalspa.com,Vitalize Medical Spa,http://www.vitalizemedicalspa.com/,(972) 473-4999,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Vitalize%20Medical%20Spa&query_place_id=ChIJV6fj63wjTIYR--m2GJOnfrw,55,free_scrape
info@weimeimedspa.com,WEIMEI MED SPA & ANTI-AGING CENTER,https://weimeimedspa.com/,(469) 609-9800,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=WEIMEI%20MED%20SPA%20%26%20ANTI-AGING%20CENTER&query_place_id=ChIJOYqb4tY9TIYRBtyDAucBHsg,55,free_scrape
john@email.com,Glow On Beauty,http://glow-on-beauty.com/,(469) 298-9446,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Glow%20On%20Beauty&query_place_id=ChIJCb98SLolTIYRK7r0udg2am4,55,free_scrape
meals@home.with,Themedspabyrayray,https://linktr.ee/rayrayspa,(682) 521-6752,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Themedspabyrayray&query_place_id=ChIJn3mn9kQpTIYRHg6ibibhCgA,55,free_scrape
northshore@beemlightsauna.com,beem® Light Sauna West Plano,https://beemlightsauna.com/west-plano/,(214) 789-5425,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=beem%C2%AE%20Light%20Sauna%20West%20Plano&query_place_id=ChIJJV6F-GAjTIYREzW0hsBD9S4,55,free_scrape
ose.parlee@sugaringla.com,sugaringLA,https://www.sugaringla.com/plano-tx/,(972) 608-3668,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=sugaringLA&query_place_id=ChIJDb5orS49TIYRAKUs-xXIfl8,55,free_scrape
painful@all.highly,Beauty Lab by Irina,https://beautylabbyirina.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,(786) 604-1991,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Beauty%20Lab%20by%20Irina&query_place_id=ChIJI7_vTe0jTIYRpI_KHvqjAp8,55,free_scrape
pmacplano@gmail.com,Park Mall Animal Clinic,http://www.pmacplano.com/,(972) 423-1804,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Park%20Mall%20Animal%20Clinic&query_place_id=ChIJjd6Z-wYZTIYRFi5SPCfGd9U,55,free_scrape
preeajernigan@gmail.com,Vybe Aesthetics,http://www.vybeaesthetics.com/,(214) 997-8575,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Vybe%20Aesthetics&query_place_id=ChIJEwYK3KE_TIYRmT_U0ejLi1Q,55,free_scrape
purplecao888@yahoo.com,Timeless Beauty By Renee,http://www.beautybyrenee.com/,(214) 674-0802,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Timeless%20Beauty%20By%20Renee&query_place_id=ChIJYwi4-IEkTIYRJ5EKP7YPXSI,55,free_scrape
sales@spaorder.com,Spa Order,http://www.spaorder.com/,(833) 907-1791,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Spa%20Order&query_place_id=ChIJzfSVplzZ3IARu7Kdat2is8I,55,free_scrape
skin@mand.our,Medical Aesthetics of North Dallas,https://northdallasmedspa.com/?utm_source=GMBSocialClimb&utm_medium=MedicalAestheticsofNorthDallas,(214) 577-1777,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Medical%20Aesthetics%20of%20North%20Dallas&query_place_id=ChIJjbdK20wiTIYR0nqdZPir3lw,55,free_scrape
skinspirit@5wpr.com,SkinSpirit Plano,https://www.skinspirit.com/locations/plano/,(469) 829-4200,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Plano&query_place_id=ChIJXd2s2mQjTIYRWdllNxfckVg,55,free_scrape
splidejs/splide-extension-auto-scroll@0.5.3,Metamorph Med Spa,https://www.metamorphmedspa.com/,(972) 519-3134,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Metamorph%20Med%20Spa&query_place_id=ChIJXSQ8-eIjTIYRAIZoiBgLKsw,55,free_scrape
staff@advancedvetcare.com,Advanced Veterinary Care of Plano,https://www.advancedvetcare.com/,(972) 618-0301,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Advanced%20Veterinary%20Care%20of%20Plano&query_place_id=ChIJE6Ot36AiTIYR4fEm86vHjKE,55,free_scrape
things@once.we,"Joseph R. Yaker, MD - YAKER Hair Restoration + Med Spa",https://www.yakermd.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,(972) 468-8301,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Joseph%20R.%20Yaker%2C%20MD%20-%20YAKER%20Hair%20Restoration%20%2B%20Med%20Spa&query_place_id=ChIJh4oyKGgiTIYR01TjBFD0nK0,55,free_scrape
u003eplano@skinlaundry.com,Skin Laundry - Plano,https://www.skinlaundry.com/locations/plano,(972) 737-9058,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Skin%20Laundry%20-%20Plano&query_place_id=ChIJpRvTbcA9TIYRrUEIxU6ONJA,55,free_scrape
user@domain.com,"Pooyan Rohani, M.D.",http://rohanimd.com/,(972) 316-4555,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Pooyan%20Rohani%2C%20M.D.&query_place_id=ChIJczyVz1YjTIYRzlhXDoxz6KI,55,free_scrape
x-transition.opacity@click.away,OVME,https://ovme.com/pages/legacy-west-plano-tx,(469) 915-6863,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJX0R_nmg9TIYROzWzfs-ym2s,55,free_scrape
//static.parastorage.com/unpkg/lodash@4.17.21,Roz Laser & MedSpa,https://www.rozlasermedspa.com/,(469) 514-7991,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Roz%20Laser%20%26%20MedSpa&query_place_id=ChIJC0epLlgjTIYR_nkShXM7Z_U,50,free_scrape
//www.google.com/maps/place/skin+sanctuary+studio/@33.0915817,Skin Sanctuary Studio,https://planoskintreatments.com/,(972) 905-3758,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Skin%20Sanctuary%20Studio&query_place_id=ChIJyR3YAtU9TIYR-_GWApRVB30,50,free_scrape
//www.google.com/maps/place/village+aesthetics/@33.0630758,Village Aesthetics,https://villageaesthetics.com/,(972) 433-5077,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Village%20Aesthetics&query_place_id=ChIJCfQf1_sjTIYRNkhbkQPbb1g,50,free_scrape
360bodymedspa@gmail.com,360 Body Med Spa,https://rashaqudadeh.glossgenius.com/,(210) 849-6087,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=360%20Body%20Med%20Spa&query_place_id=ChIJzSQbGzQ9TIYR-hfrSL6-eaU,50,free_scrape
admin@bwholeaesthetics.com,B Whole Aesthetics and Wellness,http://www.bwholeaesthetics.com/,(214) 643-8048,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=B%20Whole%20Aesthetics%20and%20Wellness&query_place_id=ChIJu19FSi4jTIYR9FuPLEdS_m8,50,free_scrape
admin@eternaderm.com,Eternaderm Advanced Medical Aesthetics,https://www.eternaderm.com/,(469) 927-7046,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Eternaderm%20Advanced%20Medical%20Aesthetics&query_place_id=ChIJfQly1GsjTIYR7C7fZfM2qk0,50,free_scrape
beautybyangel@icloud.com,"Angelic Skin Aesthetics, LLC",http://www.skinangelic.com/,(214) 498-9817,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Angelic%20Skin%20Aesthetics%2C%20LLC&query_place_id=ChIJL6gF4qg9TIYRdlfzPDW9f1A,50,free_scrape
contactus@celinemedicalspa.com,Celine Medical Spa,https://www.celinemedicalspa.com/,(972) 750-6100,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Celine%20Medical%20Spa&query_place_id=ChIJKwWHwPgjTIYRtx5P4us_Ix0,50,free_scrape
example@domain.com,Skinique Med Spa & Wellness,http://www.skiniquemedspa.com/,(469) 209-4707,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Skinique%20Med%20Spa%20%26%20Wellness&query_place_id=ChIJA8j9mD4jTIYRXnZvU3trdpA,50,free_scrape
franchise@glo30.com,GLO30 Plano,https://glo30.com/dallas-plano/,(214) 997-6983,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=GLO30%20Plano&query_place_id=ChIJiWVyyeMjTIYR4Da6uLkPDNs,50,free_scrape
info@diamondshineskinlounge.com,Diamond Shine Skin Lounge,https://www.diamondshineskinlounge.com/,(469) 363-6600,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Diamond%20Shine%20Skin%20Lounge&query_place_id=ChIJlRu_-m0jTIYR7SnzaUkjuxE,50,free_scrape
info@fmcsurgery.com,Live Young Wellness Spa - Allen,https://liveyoungspa.com/,(945) 215-7700,Allen,Texas,US,https://www.google.com/maps/search/?api=1&query=Live%20Young%20Wellness%20Spa%20-%20Allen&query_place_id=ChIJwWk5XIAXTIYRwf1Cgo8Thaw,50,free_scrape
info@lcluxurysalon.com,LC Luxury Salon,https://lcluxurysalon.com/,(972) 608-9922,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=LC%20Luxury%20Salon&query_place_id=ChIJuXLimmAjTIYRrtPd4DvwvGY,50,free_scrape
info@ledskincarespa.com,LED Skin Care Center,https://ledskincarespa.com/,(972) 378-0291,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=LED%20Skin%20Care%20Center&query_place_id=ChIJDbPzk2AjTIYRDOqCH1JXX9g,50,free_scrape
info@stewartcenterdallas.com,Stewart Center for Plastic Surgery and Hand,https://stewartcenterdallas.com/,(972) 761-5464,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Stewart%20Center%20for%20Plastic%20Surgery%20and%20Hand&query_place_id=ChIJmVgwEk4lTIYRmQcRZVo7t_0,50,free_scrape
lavandefaceandbody@gmail.com,Lavande Face & Body,http://www.lavandefaceandbody.com/,(972) 768-4256,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Lavande%20Face%20%26%20Body&query_place_id=ChIJJUAZRsM8TIYRlzPqFO5qLR4,50,free_scrape
office@advsurgicalarts.com,"Doohi Lee, MD",https://www.advsurgicalarts.com/,(972) 612-1900,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Doohi%20Lee%2C%20MD&query_place_id=ChIJ70nr_QMjTIYRZbCRboov6b4,50,free_scrape
patient@highlandpark.clinic,Highland Park Aesthetics Plano,https://highlandpark.clinic/,(214) 774-9644,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Highland%20Park%20Aesthetics%20Plano&query_place_id=ChIJ1wP77PIjTIYR4ns-c_wcDfQ,50,free_scrape
redmond@viomedspa.com,VIO Med Spa Plano,https://www.viomedspa.com/locations/plano,(945) 284-0815,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=VIO%20Med%20Spa%20Plano&query_place_id=ChIJx48nyKkjTIYR75m7SPdfjus,50,free_scrape
salonlumeofficial@gmail.com,Seoul Glow Studio,http://salonlume.glossgenius.com/,(469) 209-5881,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Seoul%20Glow%20Studio&query_place_id=ChIJU5NXj6AjTIYREolzLZud0u4,50,free_scrape
www.impallari.com|impallari@gmail.com,"Tiffany Ho, MD - Oculoplastic Surgeon",https://oatexas.com/,(214) 369-0555,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Tiffany%20Ho%2C%20MD%20-%20Oculoplastic%20Surgeon&query_place_id=ChIJn_QOVvAjTIYRht9TKon485A,50,free_scrape
contacto@ngbeauties.com,NG Beauty Studio Inc.,http://www.ngbeauties.com/,(945) 201-0046,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=NG%20Beauty%20Studio%20Inc.&query_place_id=ChIJqykMt48fTIYRvF4btcdxPn4,45,free_scrape
customerservice@redmountainweightloss.com,Red Mountain Weight Loss,https://www.redmountainweightloss.com/areas-served/plano-tx/,(214) 960-5245,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Red%20Mountain%20Weight%20Loss&query_place_id=ChIJWR7j3IAjTIYRQtdtuztgyt8,45,free_scrape
frontdesk@dallasfamilymedicine.com,Herbal Homeocare - Dr. Kiran Parekh M.D - Plano Office,https://dallas-homeopathy.com/,(469) 209-9264,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Herbal%20Homeocare%20-%20Dr.%20Kiran%20Parekh%20M.D%20-%20Plano%20Office&query_place_id=ChIJ13d3YO0iTIYRogILIuPT5Ss,45,free_scrape
info@aesthetician-nasrin.com,Aesthetician Nasrin,https://aesthetician-nasrin.com/,(214) 289-1280,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Aesthetician%20Nasrin&query_place_id=ChIJa215EyIjTIYR9Wyr4fnvsSI,45,free_scrape
skinmagicmedspa@gmail.com,Skin Magic Aesthetics,http://skinmagicmedspa.com/,,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Skin%20Magic%20Aesthetics&query_place_id=ChIJG3FBBiIjTIYRXIb_bXpyp2g,45,free_scrape
+tx+75025/@33.1132409,Dr. Nuzhat Ahmed,http://www.cpcfrisco.com/,(214) 383-0001,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Dr.%20Nuzhat%20Ahmed&query_place_id=ChIJT_xWfIA9TIYR7_GfMC6RJoo,40,free_scrape
+tx+75093/@33.0242764,Spectra Salon Suites,https://www.spectrasalonsuites.com/locations/plano,(972) 835-1527,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Spectra%20Salon%20Suites&query_place_id=ChIJA52lgf4jTIYR4jmRaqgmKOA,40,free_scrape
//www.google.com/maps/place/skin+m.d.+and+beyond/@33.0619255,Skin M.D. and Beyond,https://www.skinmdandbeyond.com/,(972) 608-0808,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Skin%20M.D.%20and%20Beyond&query_place_id=ChIJ2QFlCCYjTIYRALXrAcSmltU,40,free_scrape
sskinlaser@yahoo.com,Silk Skin Laser Center,http://www.silkskinlasercenter.net/,(214) 675-8561,Plano,Texas,US,https://www.google.com/maps/search/?api=1&query=Silk%20Skin%20Laser%20Center&query_place_id=ChIJiZ2vMlUiTIYRo4mBblc7pEc,40,free_scrape
