email,company,website,phone,city,state,country,google_maps_url,lead_score,email_source,email_source_url,mx_ok,smtp_status,is_catchall,confidence,person_name,person_title,pages_tried,pages_ok,bot_blocked,errors
contact@clearlaseredison.com,Clear Laser City Clinic,https://clearlaserskin.com/,(212) 697-1802,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Clear%20Laser%20City%20Clinic&query_place_id=ChIJlfgEWYBZwokRGSzGbsmUSGI,0,plain_text,https://clearlaserskin.com/,0,skipped,0,0,,,6,3,0,status_404;status_404;status_404
example@mysite.com,Clear Laser City Clinic,https://clearlaserskin.com/,(212) 697-1802,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Clear%20Laser%20City%20Clinic&query_place_id=ChIJlfgEWYBZwokRGSzGbsmUSGI,0,html_raw,https://clearlaserskin.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
address@present.please,Clearstone Laser Hair Removal & Med Spa,https://clearstonespa.com/,(281) 805-1136,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Clearstone%20Laser%20Hair%20Removal%20%26%20Med%20Spa&query_place_id=ChIJX6BydWzAQIYRTNmky8iYnvc,0,obfuscated,https://clearstonespa.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
atlanta@cultaesthetics.com,CULT Aesthetics,https://cultaesthetics.com/,(469) 720-1086,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=CULT%20Aesthetics&query_place_id=ChIJFX32ikGZToYRsMJi8wiyMQo,0,cf_decode,https://cultaesthetics.com/,0,skipped,0,35,,,6,3,0,status_404;status_404;status_404
dallas@cultaesthetics.com,CULT Aesthetics,https://cultaesthetics.com/,(469) 720-1086,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=CULT%20Aesthetics&query_place_id=ChIJFX32ikGZToYRsMJi8wiyMQo,0,cf_decode,https://cultaesthetics.com/,0,skipped,0,35,,,6,3,0,status_404;status_404;status_404
info@deluxemedspabeauty.com,Deluxe Med Spa Beauty,https://deluxemedspabeauty.com/,(786) 901-0611,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Deluxe%20Med%20Spa%20Beauty&query_place_id=ChIJ9QShWb232YgRErcFd8RYjwc,0,cf_decode,https://deluxemedspabeauty.com/,0,skipped,0,20,,,6,3,0,status_404;status_404;status_404
team@deluxe.the,Deluxe Med Spa Beauty,https://deluxemedspabeauty.com/,(786) 901-0611,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=Deluxe%20Med%20Spa%20Beauty&query_place_id=ChIJ9QShWb232YgRErcFd8RYjwc,0,obfuscated,https://deluxemedspabeauty.com/,0,skipped,0,0,,,6,3,0,status_404;status_404;status_404
miami@dermaclinicenter.com,Derma Lipo New York,https://dermaclinicenter.com/,(646) 707-0135,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Derma%20Lipo%20New%20York&query_place_id=ChIJz99rLiJZwokRMioar0qzTMM,0,plain_text,https://dermaclinicenter.com/,0,skipped,0,15,,,6,6,0,
houston@dermaclinicenter.com,Derma Lipo New York,https://dermaclinicenter.com/,(646) 707-0135,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Derma%20Lipo%20New%20York&query_place_id=ChIJz99rLiJZwokRMioar0qzTMM,0,plain_text,https://dermaclinicenter.com/,0,skipped,0,15,,,6,6,0,
vegas@dermaclinicenter.com,Derma Lipo New York,https://dermaclinicenter.com/,(646) 707-0135,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Derma%20Lipo%20New%20York&query_place_id=ChIJz99rLiJZwokRMioar0qzTMM,0,plain_text,https://dermaclinicenter.com/,0,skipped,0,15,,,6,6,0,
phoenix@dermaclinicusa.com,Derma Lipo New York,https://dermaclinicenter.com/,(646) 707-0135,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Derma%20Lipo%20New%20York&query_place_id=ChIJz99rLiJZwokRMioar0qzTMM,0,plain_text,https://dermaclinicenter.com/,0,skipped,0,15,,,6,6,0,
sales@dermaclinicenter.com,Derma Lipo New York,https://dermaclinicenter.com/,(646) 707-0135,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Derma%20Lipo%20New%20York&query_place_id=ChIJz99rLiJZwokRMioar0qzTMM,0,plain_text,https://dermaclinicenter.com/,0,skipped,0,0,,,6,6,0,
support@dermaclinicenter.com,Derma Lipo New York,https://dermaclinicenter.com/,(646) 707-0135,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Derma%20Lipo%20New%20York&query_place_id=ChIJz99rLiJZwokRMioar0qzTMM,0,plain_text,https://dermaclinicenter.com/,0,skipped,0,0,,,6,6,0,
admin@dermatologyandlasergroup.com,The Dermatology and Laser Group,https://dermatologyandlasergroup.com/,(212) 444-8204,New York,New York,US,https://www.google.com/maps/search/?api=1&query=The%20Dermatology%20and%20Laser%20Group&query_place_id=ChIJYXF-mfdYwokRZb_mDDPzWSw,0,ld_json,https://dermatologyandlasergroup.com/,0,skipped,0,15,,,6,3,0,status_404;status_404;status_404
expertise.@dr.azouz,Azouz Plastic & Cosmetic Surgery,https://drazouz.com/,(972) 702-8888,Dallas,TX,US,https://www.google.com/maps/search/?api=1&query=Azouz%20Plastic%20%26%20Cosmetic%20Surgery&query_place_id=ChIJw5I1L20gTIYROIFhin30kUo,0,obfuscated,https://drazouz.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
info@drlaserla.com,dr LASER,https://drlaserla.com/,(212) 408-3229,New York,New York,US,https://www.google.com/maps/search/?api=1&query=dr%20LASER&query_place_id=ChIJP-PbqJ1ZwokROt2Q16kRWA4,0,mailto,https://drlaserla.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
infonyc@drlaserla.com,dr LASER,https://drlaserla.com/,(212) 408-3229,New York,New York,US,https://www.google.com/maps/search/?api=1&query=dr%20LASER&query_place_id=ChIJP-PbqJ1ZwokROt2Q16kRWA4,0,mailto,https://drlaserla.com/,0,skipped,0,40,,,6,3,0,status_404;status_404;status_404
promotions@drlaserla.com,dr LASER,https://drlaserla.com/,(212) 408-3229,New York,New York,US,https://www.google.com/maps/search/?api=1&query=dr%20LASER&query_place_id=ChIJP-PbqJ1ZwokROt2Q16kRWA4,0,mailto,https://drlaserla.com/,0,skipped,0,40,,,6,3,0,status_404;status_404;status_404
visit@dr.nikko,Nikko Cosmetic Dermatology Center,https://drnikko.com/,(713) 960-1311,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Nikko%20Cosmetic%20Dermatology%20Center&query_place_id=ChIJZUUdmTfBQIYRzXBaDZde-JI,0,obfuscated,https://drnikko.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@drnikko.com,Nikko Cosmetic Dermatology Center,https://drnikko.com/,(713) 960-1311,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Nikko%20Cosmetic%20Dermatology%20Center&query_place_id=ChIJZUUdmTfBQIYRzXBaDZde-JI,0,html_raw,https://drnikko.com/,0,skipped,0,0,,,6,1,0,status_404;status_404;status_404;status_404;status_404
services@erasespa.com,Erase Spa,https://erasespa.com/,(212) 379-6558,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Erase%20Spa&query_place_id=ChIJyUkMuq9ZwokRuZcgHR75jPk,0,ld_json,https://erasespa.com/,0,skipped,0,30,,,6,3,0,status_404;status_404;status_404
info@glowhouston.com,Glow Medical Aesthetics,https://glowhouston.com/,(713) 338-9577,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Glow%20Medical%20Aesthetics&query_place_id=ChIJrerdWEnAQIYRZs5i7Hk26yw,0,mailto,https://glowhouston.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
info@hairbyebye.com,"Hair Bye Bye Electrolysis, Permanent Hair Removal in NYC",https://hairbyebye.com/,(718) 878-4730,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Hair%20Bye%20Bye%20Electrolysis%2C%20Permanent%20Hair%20Removal%20in%20NYC&query_place_id=ChIJydkSkL9o1gYRCGnn2Xfmb5Y,0,mailto,https://hairbyebye.com/,0,skipped,0,25,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@houstonskinhealth.com,ZO Skin Centre Houston,https://houstonskinhealth.com/,(832) 831-4933,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=ZO%20Skin%20Centre%20Houston&query_place_id=ChIJLyiiPY7BQIYR1_Glq19lX5Q,0,plain_text,https://houstonskinhealth.com/,0,skipped,0,0,,,6,3,0,status_404;status_404;status_404
help@htxmdspa.com,Houston MedSpa + Wellness,https://htxmdspa.com/,(832) 835-2545,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Houston%20MedSpa%20%2B%20Wellness&query_place_id=ChIJtWzPOPbAQIYRHv6oUAjiD4I,0,mailto,https://htxmdspa.com/,0,skipped,0,40,,,6,3,0,status_404;status_404;status_404
marketing@infinitylaserspa.com,Infinity Laser Spa,https://infinitylaserspa.com/,(212) 945-8298,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Infinity%20Laser%20Spa&query_place_id=ChIJP3JVNq9ZwokRqXuwunNmwhA,0,ld_json,https://infinitylaserspa.com/,0,skipped,0,30,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@infinitylaserspa.com,Infinity Laser Spa,https://infinitylaserspa.com/,(212) 945-8298,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Infinity%20Laser%20Spa&query_place_id=ChIJP3JVNq9ZwokRqXuwunNmwhA,0,plain_text,https://infinitylaserspa.com/,0,skipped,0,0,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@laserbarandspa.com,Laser Bar & Spa,https://laserbarandspa.com/,(646) 386-7562,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Laser%20Bar%20%26%20Spa&query_place_id=ChIJqYQbJKlZwokRhUdBI348ku4,0,mailto,https://laserbarandspa.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
long@all.highly,Laser Bar & Spa,https://laserbarandspa.com/,(646) 386-7562,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Laser%20Bar%20%26%20Spa&query_place_id=ChIJqYQbJKlZwokRhUdBI348ku4,0,obfuscated,https://laserbarandspa.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
info@lemmonavenuedallas.com,Lemmon Avenue Plastic Surgery and Laser Center,https://lemmonavenueplasticsurgery.com/,(214) 702-0707,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Lemmon%20Avenue%20Plastic%20Surgery%20and%20Laser%20Center&query_place_id=ChIJN_OiSCuZToYRc0N9LjtYaP4,0,ld_json,http://lemmonavenueplasticsurgery.com/,0,skipped,0,15,,,6,3,0,status_404;status_404;status_404
info@lighttouchnyc.com,Light Touch Laser Spa,https://lighttouchnyc.com/,(646) 926-7202,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Light%20Touch%20Laser%20Spa&query_place_id=ChIJW8NsAaNZwokR8xKCA1PvWBo,0,cf_decode,https://lighttouchnyc.com/,0,skipped,0,20,,,6,3,0,status_404;status_404;status_404
compliance@livehydrationspa.com,LIVE Hydration Spa Kirby,https://locations.livehydrationspa.com/,(832) 821-8717,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=LIVE%20Hydration%20Spa%20Kirby&query_place_id=ChIJh-5NYcjBQIYRDPPeHTJLZvc,0,mailto,https://locations.livehydrationspa.com/,0,skipped,0,40,,,6,6,0,
info@loveyoulaser.com,"Aesthetic Studio - ""Love You Laser"" Spa",https://love-you-laser.com/,(212) 580-1720,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Aesthetic%20Studio%20-%20%22Love%20You%20Laser%22%20Spa&query_place_id=ChIJkYhm3mNZwokREirTE0c5IRc,0,mailto,https://love-you-laser.com/,0,skipped,0,25,,,6,1,0,status_404;status_404;status_404;status_404;status_404
alaestheticstudio@gmail.com,"Aesthetic Studio - ""Love You Laser"" Spa",https://love-you-laser.com/,(212) 580-1720,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Aesthetic%20Studio%20-%20%22Love%20You%20Laser%22%20Spa&query_place_id=ChIJkYhm3mNZwokREirTE0c5IRc,0,plain_text,https://love-you-laser.com/,0,skipped,0,15,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@luxmedspabrickell.com,LUX MedSpa Brickell,https://luxmedspabrickell.com/,(305) 988-9388,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20Brickell&query_place_id=ChIJtRS0HVy32YgRsiZz9ho-xq4,0,mailto,https://luxmedspabrickell.com/,0,skipped,0,25,,,6,1,0,status_404;status_404;status_404;status_404;status_404
master@facials.his,LUX MedSpa Brickell,https://luxmedspabrickell.com/,(305) 988-9388,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20Brickell&query_place_id=ChIJtRS0HVy32YgRsiZz9ho-xq4,0,obfuscated,https://luxmedspabrickell.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
relaxed@once.the,LUX MedSpa Brickell,https://luxmedspabrickell.com/,(305) 988-9388,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20Brickell&query_place_id=ChIJtRS0HVy32YgRsiZz9ho-xq4,0,obfuscated,https://luxmedspabrickell.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@medspalux.com,LUX MedSpa Brickell,https://luxmedspabrickell.com/,(305) 988-9388,Miami,Florida,US,https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20Brickell&query_place_id=ChIJtRS0HVy32YgRsiZz9ho-xq4,0,html_raw,https://luxmedspabrickell.com/,0,skipped,0,0,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@medaestheticsmiami.com,Med Aesthetics Miami,https://medaestheticsmiami.com/,(305) 356-7402,Miami,FL,US,https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o,0,mailto,https://medaestheticsmiami.com/,0,skipped,0,25,,,6,6,0,
coralgables@medaestheticsmiami.com,Med Aesthetics Miami,https://medaestheticsmiami.com/,(305) 356-7402,Miami,FL,US,https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o,0,mailto,https://medaestheticsmiami.com/,0,skipped,0,40,,,6,6,0,
aventura@medaestheticsmiami.com,Med Aesthetics Miami,https://medaestheticsmiami.com/,(305) 356-7402,Miami,FL,US,https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o,0,mailto,https://medaestheticsmiami.com/,0,skipped,0,40,,,6,6,0,
lauderdale@medaestheticsmiami.com,Med Aesthetics Miami,https://medaestheticsmiami.com/,(305) 356-7402,Miami,FL,US,https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o,0,mailto,https://medaestheticsmiami.com/,0,skipped,0,40,,,6,6,0,
info@medernaofficial.com,Mederna Aesthetic & Wellness Medical Center,https://medernaofficial.com/,(832) 272-0401,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Mederna%20Aesthetic%20%26%20Wellness%20Medical%20Center&query_place_id=ChIJh4kKVA3HQIYRWCZ5zbsvFj8,0,mailto,https://medernaofficial.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
you@ease.our,MeSO Medspa Newport Beach,https://mesospa.com/,(949) 617-1221,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=MeSO%20Medspa%20Newport%20Beach&query_place_id=ChIJm7uRAYjf3IARG5HD1kp32TA,0,obfuscated,https://mesospa.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
milivmedspa@gmail.com,Miliv Med Spa & Facials,https://milivmed-spa.com/,(713) 585-0715,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Miliv%20Med%20Spa%20%26%20Facials&query_place_id=ChIJIQNO4XDBQIYRwzhP7SIMFLw,0,plain_text,https://milivmed-spa.com/,0,skipped,0,15,,,6,3,0,status_404;status_404;status_404
support@organicbsi.com,Miliv Med Spa & Facials,https://milivmed-spa.com/,(713) 585-0715,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Miliv%20Med%20Spa%20%26%20Facials&query_place_id=ChIJIQNO4XDBQIYRwzhP7SIMFLw,0,html_raw,https://milivmed-spa.com/,0,skipped,0,0,,,6,3,0,status_404;status_404;status_404
paola@moorederm.com,Moore Dermatology PLLC,https://moorederm.com/,(713) 741-3376,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Moore%20Dermatology%20PLLC&query_place_id=ChIJbauL6aLqQIYRcOxjma4Dr1o,0,mailto,https://moorederm.com/,0,skipped,0,40,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@myskin22.com,Skin 22,https://myskin22.com/,(424) 888-0036,Beverly Hills,California,US,https://www.google.com/maps/search/?api=1&query=Skin%2022&query_place_id=ChIJ7yFq9jW5woAR4lQ4TRQ3sDQ,0,cf_decode,https://myskin22.com/,0,skipped,0,20,,,6,3,0,status_404;status_404;status_404
myspajoy60@gmail.com,My Spa Joy,https://myspajoytx.zoca.com/,(346) 660-3277,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=My%20Spa%20Joy&query_place_id=ChIJI0-M4s_DQIYRi67WrFgfF9E,0,mailto,https://myspajoytx.zoca.com/,0,skipped,0,40,,,6,1,0,status_404;status_404;status_404;status_404;status_404
data-variable-text-value=myspajoy60@gmail.com,My Spa Joy,https://myspajoytx.zoca.com/,(346) 660-3277,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=My%20Spa%20Joy&query_place_id=ChIJI0-M4s_DQIYRi67WrFgfF9E,0,html_raw,https://myspajoytx.zoca.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
concierge@nakedmd.com,NakedMD Med Spa Newport Beach,https://nakedmd.com/,(949) 379-8758,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc,0,ld_json,https://nakedmd.com/,0,skipped,0,30,,,6,1,0,status_404;status_404;status_404;status_404;status_404
me@ease.when,NakedMD Med Spa Newport Beach,https://nakedmd.com/,(949) 379-8758,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc,0,obfuscated,https://nakedmd.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
athomas@nakedmd.com,NakedMD Med Spa Newport Beach,https://nakedmd.com/,(949) 379-8758,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc,0,html_raw,https://nakedmd.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
nzo@nakedmd.com,NakedMD Med Spa Newport Beach,https://nakedmd.com/,(949) 379-8758,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc,0,html_raw,https://nakedmd.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@stagheaddesigns.com,NakedMD Med Spa Newport Beach,https://nakedmd.com/,(949) 379-8758,Newport Beach,California,US,https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc,0,html_raw,https://nakedmd.com/,0,skipped,0,0,,,6,1,0,status_404;status_404;status_404;status_404;status_404
newskinnyc@gmail.com,New Skin NYC,https://newskinnyc.com/,(929) 600-5300,Maspeth,New York,US,https://www.google.com/maps/search/?api=1&query=New%20Skin%20NYC&query_place_id=ChIJYx6RShJnwokRnHlVwjGVjbc,0,ld_json,https://newskinnyc.com/,0,skipped,0,30,,,6,3,0,status_404;status_404;status_404
contact@champs-elysees-clinic.com,Clinique des Champs Élysées,https://newyork.crpce.com/,(212) 812-1107,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Clinique%20des%20Champs%20%C3%89lys%C3%A9es&query_place_id=ChIJbVCkLzVZwokRhBjuf9kWdp4,0,plain_text,https://newyork.crpce.com/,0,skipped,0,0,,,6,3,0,status_404;status_404;status_404
raeann@nmsmilecenter.com,New Mexico Smile Center,https://nmsmilecenter.com/,(505) 275-1663,Albuquerque,New Mexico,US,https://www.google.com/maps/search/?api=1&query=New%20Mexico%20Smile%20Center&query_place_id=ChIJs6TX9OSfGIcRe30wpFkW-WU,0,html_raw,https://nmsmilecenter.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
